1756067640, 10m, 28074815, FT8, G4HZX, IO91XK, 223, 'Rx', 9A2CD, JN75LL, 497, -22
1756067640, 10m, 28075784, FT8, G4HZX, IO91XK, 223, 'Rx', F4JLS, IN97NO, 227, -19
1756067640, 80m, 3574865, FT8, G4HZX, IO91XK, 223, 'Rx', ON8LX, JN29WN, 209, -26
1756067640, 80m, 3573753, FT8, G4HZX, IO91XK, 223, 'Rx', F1PBZ, JN26PV, 227, -18
1756067640, 40m, 7075681, FT8, G4HZX, IO91XK, 223, 'Rx', M0OAU, IO83NI, 223, -14
1756067640, 15m, 21076062, FT8, G4HZX, IO91XK, 223, 'Rx', R6DBA, KN96DQ, 54, -26
1756067655, 40m, 7075893, FT8, G4HZX, IO91XK, 223, 'Rx', OH1IB, KP10HM, 224, -26
1756067655, 40m, 7076993, FT8, G4HZX, IO91XK, 223, 'Rx', DK6AH, JN48EV02, 230, -23
1756067655, 160m, 1841681, FT8, G4HZX, IO91XK, 223, 'Rx', EA3NG, JN01OC88, 281, -24
1756067655, 10m, 28075003, FT8, G4HZX, IO91XK, 223, 'Rx', 9A2RD, JN65TF15, 497, -22
1756067655, 15m, 21074593, FT8, G4HZX, IO91XK, 223, 'Rx', TA1GO, KN41KA, 390, -21
1756067655, 15m, 21075012, FT8, G4HZX, IO91XK, 223, 'Rx', KN4LYF, FM08QB, 291, -14
1756067655, 20m, 14075153, FT8, G4HZX, IO91XK, 223, 'Rx', KI0SX, EM17HS64, 291, -24
1756067655, 20m, 14076940, FT8, G4HZX, IO91XK, 223, 'Rx', DC6KW, JO30MW28, 230, -17
1756067655, 80m, 3573446, FT8, G4HZX, IO91XK, 223, 'Rx', F4KOL, JN03SL, 227, -25
1756067670, 20m, 14076659, FT8, G4HZX, IO91XK, 223, 'Rx', DJ2YA, JO40EW, 230, -28
1756067670, 20m, 14074884, FT8, G4HZX, IO91XK, 223, 'Rx', GB5FPS, IO93TK, 223, -21
1756067670, 20m, 14076228, FT8, G4HZX, IO91XK, 223, 'Rx', W4HIJ, EM83JG, 291, -19
1756067670, 40m, 7075246, FT8, G4HZX, IO91XK, 223, 'Rx', RC9WC, LO85GK82, 15, -22
1756067670, 40m, 7074765, FT8, G4HZX, IO91XK, 223, 'Rx', OK1CT, JN69QQ, 503, -19
1756067685, 40m, 7074937, FT8, G4HZX, IO91XK, 223, 'Rx', SQ1EG, JO73, 269, -21
1756067685, 40m, 7075581, FT8, G4HZX, IO91XK, 223, 'Rx', OZ6HQ, JO45VL18, 221, -19
1756067685, 20m, 14076353, FT8, G4HZX, IO91XK, 223, 'Rx', F4IRP, JN39KD, 227, -23
1756067685, 20m, 14075521, FT8, G4HZX, IO91XK, 223, 'Rx', IZ1JMN, JN43AV43, 248, -21
1756067685, 20m, 14075856, FT8, G4HZX, IO91XK, 223, 'Rx', UW4SU, KN28IW51, 288, -18
1756067685, 15m, 21075050, FT8, G4HZX, IO91XK, 223, 'Rx', N8KR, EN71LC, 291, -26
1756067700, 20m, 14075290, FT8, G4HZX, IO91XK, 223, 'Rx', KO4O, EM64LO01, 291, -17
1756067700, 20m, 14074971, FT8, G4HZX, IO91XK, 223, 'Rx', IN3WPT, JN56PL, 248, -13
1756067700, 40m, 7075971, FT8, G4HZX, IO91XK, 223, 'Rx', U1BD, KO59FX21JM, 54, -26
1756067700, 40m, 7076396, FT8, G4HZX, IO91XK, 223, 'Rx', PA3DNA, JO32BL, 263, -21
1756067700, 40m, 7075612, FT8, G4HZX, IO91XK, 223, 'Rx', IS0EQP, JN40GR, 225, -16
1756067700, 15m, 21076128, FT8, G4HZX, IO91XK, 223, 'Rx', R3KDT, KO91NN, 54, -23
1756067700, 15m, 21075393, FT8, G4HZX, IO91XK, 223, 'Rx', AE0EI, EN37NI, 291, -20
1756067700, 80m, 3574134, FT8, G4HZX, IO91XK, 223, 'Rx', PA3KUS, JO21FW, 263, -18
1756067715, 40m, 7076337, FT8, G4HZX, IO91XK, 223, 'Rx', IT9GSF, JM67ST44TT, 248, -25
1756067715, 40m, 7074618, FT8, G4HZX, IO91XK, 223, 'Rx', MM0XXW, IO85JX04, 279, -22
1756067715, 20m, 14074768, FT8, G4HZX, IO91XK, 223, 'Rx', E76SB, JN94IF, 501, -29
1756067715, 20m, 14076584, FT8, G4HZX, IO91XK, 223, 'Rx', N3QED, EM88FF, 291, -15
1756067715, 15m, 21074934, FT8, G4HZX, IO91XK, 223, 'Rx', W3UM, FN10VK, 291, -30
1756067715, 15m, 21076087, FT8, G4HZX, IO91XK, 223, 'Rx', KW9U, EN51XU, 291, -16
1756067715, 15m, 21075478, FT8, G4HZX, IO91XK, 223, 'Rx', M0WRE, IO93CR, 223, -15
1756067715, 80m, 3573456, FT8, G4HZX, IO91XK, 223, 'Rx', 3Z6I, JO80QX, 269, -16
1756067730, 160m, 1842271, FT8, G4HZX, IO91XK, 223, 'Rx', DL9KM, JN68QN, 230, -13
1756067730, 40m, 7075768, FT8, G4HZX, IO91XK, 223, 'Rx', IN3XUG, JN55NB, 248, -24
1756067730, 40m, 7075496, FT8, G4HZX, IO91XK, 223, 'Rx', IU2THY, JN45HQ, 248, -23
1756067730, 40m, 7075446, FT8, G4HZX, IO91XK, 223, 'Rx', SP2EWQ, JO93AA, 269, -21
1756067730, 40m, 7074571, FT8, G4HZX, IO91XK, 223, 'Rx', DL2FX, JN58AK56, 230, -19
1756067730, 20m, 14075025, FT8, G4HZX, IO91XK, 223, 'Rx', DJ2MS, JO30NX33, 230, -28
1756067730, 80m, 3575406, FT8, G4HZX, IO91XK, 223, 'Rx', OM6APJ, JN99SB, 504, -13
1756067745, 15m, 21076265, FT8, G4HZX, IO91XK, 223, 'Rx', DL7VDX, JO62WN, 230, -23
1756067745, 20m, 14076225, FT8, G4HZX, IO91XK, 223, 'Rx', K1RAH, FN54DT, 291, -26
1756067745, 20m, 14075409, FT8, G4HZX, IO91XK, 223, 'Rx', HA1BF, JN86LL, 239, -22
1756067745, 10m, 28075328, FT8, G4HZX, IO91XK, 223, 'Rx', CT7AIC, IM58KU, 272, -25
1756067745, 10m, 28076540, FT8, G4HZX, IO91XK, 223, 'Rx', 9A2V, JN86HG, 497, -21
1756067745, 80m, 3573593, FT8, G4HZX, IO91XK, 223, 'Rx', IK4MTK, JN54BW, 248, -30
1756067760, 10m, 28075518, FT8, G4HZX, IO91XK, 223, 'Rx', SP7IWA, KO02HE, 269, -18
1756067760, 10m, 28075906, FT8, G4HZX, IO91XK, 223, 'Rx', CA3SDL, FF46LL, 112, -18
1756067760, 40m, 7076996, FT8, G4HZX, IO91XK, 223, 'Rx', DC0ZJ, JO40LM, 230, -26
1756067760, 40m, 7074696, FT8, G4HZX, IO91XK, 223, 'Rx', RK4FD, LO22OX, 54, -20
1756067760, 80m, 3575453, FT8, G4HZX, IO91XK, 223, 'Rx', 2E0LMA, IO81VR57NN, 223, -20
1756067760, 20m, 14074703, FT8, G4HZX, IO91XK, 223, 'Rx', N0FW, EM79PI91SH, 291, -25
1756067760, 20m, 14074946, FT8, G4HZX, IO91XK, 223, 'Rx', R7OQ, KN98PM, 54, -24
1756067760, 20m, 14075509, FT8, G4HZX, IO91XK, 223, 'Rx', UW5IM, KN68NQ, 288, -24
1756067760, 20m, 14076193, FT8, G4HZX, IO91XK, 223, 'Rx', DL2YAJ, JN49GX, 230, -22
1756067760, 20m, 14075850, FT8, G4HZX, IO91XK, 223, 'Rx', VA2HMD, FN35IH, 1, -20
1756067760, 20m, 14075553, FT8, G4HZX, IO91XK, 223, 'Rx', TA1PA, KN31, 390, -19
1756067775, 15m, 21075281, FT8, G4HZX, IO91XK, 223, 'Rx', S52D, JN76FB, 499, -28
1756067775, 15m, 21075325, FT8, G4HZX, IO91XK, 223, 'Rx', EA6SK, JM19NU44, 21, -21
1756067775, 20m, 14076996, FT8, G4HZX, IO91XK, 223, 'Rx', GS1ACR, IO67GP, 279, -23
1756067775, 20m, 14075746, FT8, G4HZX, IO91XK, 223, 'Rx', DG1JK, JO31DD, 230, -18
1756067775, 80m, 3574400, FT8, G4HZX, IO91XK, 223, 'Rx', CT1APN, IM59LM, 272, -19
1756067775, 40m, 7075915, FT8, G4HZX, IO91XK, 223, 'Rx', DC1IK, JN58UE, 230, -16
1756067790, 40m, 7074634, FT8, G4HZX, IO91XK, 223, 'Rx', EC2ASL, IN93AH32, 281, -22
1756067790, 40m, 7075162, FT8, G4HZX, IO91XK, 223, 'Rx', IU1IDN, JN44KL, 248, -18
1756067790, 20m, 14075187, FT8, G4HZX, IO91XK, 223, 'Rx', OZ7DR, JO55VS, 221, -24
1756067790, 15m, 21075628, FT8, G4HZX, IO91XK, 223, 'Rx', AJ4TJ, FN10UB, 291, -14
1756067787, 20m, 14074889, FT8, G4ZJH, JO02RF, 223, 'Rx', IU2BWQ, JN45JI77, 248, -16
1756067804, 20m, 14074952, FT8, G4ZJH, JO02RF, 223, 'Rx', R7OQ, KN98PM, 54, -16
1756067759, 20m, 14074324, FT8, 2E0KJN, IO83VS, 223, 'Rx', IU7UTX, JN80IJ, 248, -6
1756067771, 20m, 14076198, FT8, 2E0KJN, IO83VS, 223, 'Rx', DL2YAJ, JN49GX, 230, -13
1756067771, 20m, 14076600, FT8, 2E0KJN, IO83VS, 223, 'Rx', KE2FUM, FN20LP06, 291, -13
1756067771, 20m, 14076454, FT8, 2E0KJN, IO83VS, 223, 'Rx', SH0T, JO99AI, 284, 6
1756067771, 20m, 14076027, FT8, 2E0KJN, IO83VS, 223, 'Rx', K2BLA, EL99HB88FX, 291, -18
1756067771, 20m, 14074951, FT8, 2E0KJN, IO83VS, 223, 'Rx', R7OQ, KN98PM, 54, -15
1756067772, 20m, 14074706, FT8, 2E0KJN, IO83VS, 223, 'Rx', N0FW, EM79PI91SH, 291, -4
1756067805, 40m, 7075497, FT8, G4GHT, IO83UC03, 223, 'Rx', M7MDB, IO80HU, 223, 0
1756067807, 40m, 7075834, FT8, G4GHT, IO83UC03, 223, 'Rx', EA5GJ, IM97JX, 281, 1
1756067811, 40m, 7074984, FT8, G4GHT, IO83UC03, 223, 'Rx', PY7RL, HI21NX, 108, -12
1756067593, 40m, 7075277, FT8, M0ABG, JO02SF, 223, 'Rx', RC9WC, LO85GK82, 15, -6
1756067623, 40m, 7076501, FT8, M0ABG, JO02SF, 223, 'Rx', EA1FCH, IN63IN87, 281, -5
1756067653, 40m, 7075709, FT8, M0ABG, JO02SF, 223, 'Rx', M0OAU, IO83NI, 223, -12
1756067654, 40m, 7074795, FT8, M0ABG, JO02SF, 223, 'Rx', OK1CT, JN69QQ, 503, -5
1756067654, 40m, 7075476, FT8, M0ABG, JO02SF, 223, 'Rx', SP6FME, JO90CI, 269, -11
1756067684, 40m, 7075576, FT8, M0ABG, JO02SF, 223, 'Rx', RL3K, KO91OQ, 54, -14
1756067713, 40m, 7075191, FT8, M0ABG, JO02SF, 223, 'Rx', IU1IDN, JN44KL, 248, -8
1756067714, 40m, 7075184, FT8, M0ABG, JO02SF, 223, 'Rx', I1LDE, JN45AN, 248, -11
1756067714, 40m, 7075776, FT8, M0ABG, JO02SF, 223, 'Rx', IN3XUG, JN55NB, 248, -6
1756067714, 40m, 7075643, FT8, M0ABG, JO02SF, 223, 'Rx', IS0EQP, JN40GR, 225, -16
1756067743, 40m, 7075477, FT8, M0ABG, JO02SF, 223, 'Rx', SP2EWQ, JO93AA, 269, -3
1756067744, 40m, 7076386, FT8, M0ABG, JO02SF, 223, 'Rx', G1WFJ, IO82WM, 223, -5
1756067744, 40m, 7076301, FT8, M0ABG, JO02SF, 223, 'Rx', HG8LXL, KN06BR51, 239, -7
1756067773, 40m, 7074407, FT8, M0ABG, JO02SF, 223, 'Rx', I1RJP, JN45LL, 248, -2
1756067773, 40m, 7075691, FT8, M0ABG, JO02SF, 223, 'Rx', TA4RC, KM59AJ, 390, -9
1756067774, 40m, 7074725, FT8, M0ABG, JO02SF, 223, 'Rx', RK4FD, LO22OX, 54, -6
1756067804, 40m, 7075863, FT8, M0ABG, JO02SF, 223, 'Rx', EA5GJ, IM97JX, 281, -14
1756067726, 15m, 21075797, FT8, M7MOK, JO01AH, 223, 'Rx', W3UM, FN10VK, 291, -6
1756067727, 15m, 21075663, FT8, M7MOK, JO01AH, 223, 'Rx', CO3LY, EL82LM, 70, -19
1756067744, 15m, 21075455, FT8, M7MOK, JO01AH, 223, 'Rx', WB8TLI, EN70VB72NM, 291, -9
1756067786, 15m, 21076144, FT8, M7MOK, JO01AH, 223, 'Rx', S52D, JN76FB, 499, -5
1756067804, 15m, 21075964, FT8, M7MOK, JO01AH, 223, 'Rx', LU9BML, GF05RJ, 100, -18
1756067817, 15m, 21075063, FT8, M7MOK, JO01AH, 223, 'Rx', NQ3N, FM14KS54, 291, -17
1756067295, 40m, 7074851, FT8, G4DZU, IO93ER, 223, 'Rx', DL7UKM, JO62UO, 230, -3
1756067295, 10m, 28075308, FT8, G4DZU, IO93ER, 223, 'Rx', IK2ZJR, JN45NT60, 248, 8
1756067310, 15m, 21074376, FT8, G4DZU, IO93ER, 223, 'Rx', W9KY, EM69WR23XV, 291, -16
1756067325, 40m, 7075927, FT8, G4DZU, IO93ER, 223, 'Rx', UA9SY.4, LO53, 54, -17
1756067340, 40m, 7075123, FT8, G4DZU, IO93ER, 223, 'Rx', SM7HWD, JO65PT58, 284, 0
1756067340, 40m, 7075724, FT8, G4DZU, IO93ER, 223, 'Rx', RZ5D, KO85WJ, 54, -9
1756067340, 15m, 21076847, FT8, G4DZU, IO93ER, 223, 'Rx', KA9J, EM65WK, 291, -11
1756067340, 10m, 28075306, FT8, G4DZU, IO93ER, 223, 'Rx', CE3BVF, FF46LL, 112, -9
1756067355, 15m, 21075444, FT8, G4DZU, IO93ER, 223, 'Rx', DJ0WJ, JO40VQ20, 230, 4
1756067370, 40m, 7075174, FT8, G4DZU, IO93ER, 223, 'Rx', DH3KR, JO30EV, 230, 1
1756067385, 40m, 7074766, FT8, G4DZU, IO93ER, 223, 'Rx', LA6TP, JO59LX90DO, 266, 6
1756067385, 40m, 7075991, FT8, G4DZU, IO93ER, 223, 'Rx', IZ8PPI, JM89AE, 248, -16
1756067385, 40m, 7076414, FT8, G4DZU, IO93ER, 223, 'Rx', DL3IAK, JN49EL, 230, 4
1756067385, 15m, 21075203, FT8, G4DZU, IO93ER, 223, 'Rx', M1CAV, IO93LL, 223, -16
1756067385, 10m, 28075905, FT8, G4DZU, IO93ER, 223, 'Rx', CA3SDL, FF46LL, 112, -12
1756067400, 15m, 21074594, FT8, G4DZU, IO93ER, 223, 'Rx', N2LQ, FN12AC78, 291, -12
1756067400, 15m, 21075271, FT8, G4DZU, IO93ER, 223, 'Rx', TA2E, KN51SG, 390, -6
1756067400, 10m, 28075631, FT8, G4DZU, IO93ER, 223, 'Rx', EA3HMM, JN00JT, 281, 17
1756067415, 40m, 7076508, FT8, G4DZU, IO93ER, 223, 'Rx', OM5KM, JN98BG15, 504, 0
1756067430, 40m, 7075888, FT8, G4DZU, IO93ER, 223, 'Rx', M0PFX, JO01DM, 223, -2
1756067430, 10m, 28074494, FT8, G4DZU, IO93ER, 223, 'Rx', DK9UD, JN49GE, 230, -10
1756067430, 10m, 28074942, FT8, G4DZU, IO93ER, 223, 'Rx', DN9WSV, JN58GJ, 230, -2
1756067445, 10m, 28074756, FT8, G4DZU, IO93ER, 223, 'Rx', EC3A, JN00JV, 281, 18
1756067460, 40m, 7076039, FT8, G4DZU, IO93ER, 223, 'Rx', ON4BAR, JO10RU, 209, 15
1756067460, 40m, 7076293, FT8, G4DZU, IO93ER, 223, 'Rx', R2EA, KO93, 54, -14
1756067460, 15m, 21075722, FT8, G4DZU, IO93ER, 223, 'Rx', DL2VEL, JN37VO04, 230, 3
1756067460, 15m, 21075909, FT8, G4DZU, IO93ER, 223, 'Rx', K0IDX, EN18AQ, 291, -11
1756067460, 15m, 21076368, FT8, G4DZU, IO93ER, 223, 'Rx', KC3YYP, FM19JQ, 291, -11
1756067460, 15m, 21076450, FT8, G4DZU, IO93ER, 223, 'Rx', AA0AM, EN31RX, 291, -17
1756067475, 15m, 21074863, FT8, G4DZU, IO93ER, 223, 'Rx', 5B4AMM, KM65OA, 215, -10
1756067475, 15m, 21074991, FT8, G4DZU, IO93ER, 223, 'Rx', G4SZD, IO94DR, 223, -17
1756067475, 15m, 21075496, FT8, G4DZU, IO93ER, 223, 'Rx', F1PGQ, JN35AK, 227, 8
1756067475, 15m, 21075591, FT8, G4DZU, IO93ER, 223, 'Rx', EA4DCU, IN80JP13, 281, -5
1756067475, 15m, 21075793, FT8, G4DZU, IO93ER, 223, 'Rx', PT7PT, HI03MG, 108, -1
1756067475, 10m, 28074921, FT8, G4DZU, IO93ER, 223, 'Rx', 9A3MR, JN73TS, 497, 17
1756067490, 40m, 7074220, FT8, G4DZU, IO93ER, 223, 'Rx', HB9EKJ, JN47MA, 287, -2
1756067490, 40m, 7074346, FT8, G4DZU, IO93ER, 223, 'Rx', 9A4AA, JN75GG85, 497, 1
1756067490, 40m, 7074503, FT8, G4DZU, IO93ER, 223, 'Rx', ON3TLA, JO10NV, 209, 4
1756067490, 40m, 7075754, FT8, G4DZU, IO93ER, 223, 'Rx', EA1HMT, IN63CQ10, 281, 6
1756067490, 15m, 21074655, FT8, G4DZU, IO93ER, 223, 'Rx', IZ5EME, JN52NS, 248, 15
1756067490, 15m, 21075380, FT8, G4DZU, IO93ER, 223, 'Rx', UR7EC, KN78WM75, 288, -15
1756067505, 40m, 7074254, FT8, G4DZU, IO93ER, 223, 'Rx', R8CW.4, LO12, 54, -1
1756067520, 40m, 7074766, FT8, G4DZU, IO93ER, 223, 'Rx', GU7DAI, IN89RL22, 106, 17
1756067520, 40m, 7076173, FT8, G4DZU, IO93ER, 223, 'Rx', IU3EDK, JN66CD, 248, -5
1756067520, 15m, 21075051, FT8, G4DZU, IO93ER, 223, 'Rx', N8KR, EN71LC, 291, 1
1756067520, 10m, 28074942, FT8, G4DZU, IO93ER, 223, 'Rx', IK2QEB, JN55LD, 248, 9
1756067520, 10m, 28076080, FT8, G4DZU, IO93ER, 223, 'Rx', IZ0GVZ, JN63DA, 248, 12
1756067535, 40m, 7074936, FT8, G4DZU, IO93ER, 223, 'Rx', M7CWF, IO93JI, 223, 5
1756067535, 40m, 7076100, FT8, G4DZU, IO93ER, 223, 'Rx', M0KKB, JO01MG, 223, 10
1756067535, 10m, 28074585, FT8, G4DZU, IO93ER, 223, 'Rx', PY2DEL, GG66RK44TT, 108, -10
1756067535, 10m, 28075537, FT8, G4DZU, IO93ER, 223, 'Rx', DC5BK, JN58HK, 230, -1
1756067550, 15m, 21074631, FT8, G4DZU, IO93ER, 223, 'Rx', N9SES, EN61IN86, 291, -17
1756067550, 15m, 21075366, FT8, G4DZU, IO93ER, 223, 'Rx', K9SG, EM79DT, 291, -2
1756067565, 40m, 7075557, FT8, G4DZU, IO93ER, 223, 'Rx', IW9FRA, JM68GA52, 248, -9
1756067565, 40m, 7076504, FT8, G4DZU, IO93ER, 223, 'Rx', RX6AOB, KN94WS62, 54, -1
1756067565, 40m, 7076939, FT8, G4DZU, IO93ER, 223, 'Rx', OZ3ACB, JO65GS, 221, 6
1756067565, 15m, 21074995, FT8, G4DZU, IO93ER, 223, 'Rx', F4ITK, JN23WC, 227, -10
1756067565, 10m, 28075906, FT8, G4DZU, IO93ER, 223, 'Rx', F4VTR, JN25PU, 227, -2
1756067580, 40m, 7076285, FT8, G4DZU, IO93ER, 223, 'Rx', DJ6HR, JO31LP, 230, 19
1756067580, 15m, 21074287, FT8, G4DZU, IO93ER, 223, 'Rx', S52BT, JN76ND33, 499, 1
1756067580, 15m, 21074528, FT8, G4DZU, IO93ER, 223, 'Rx', PT2ND, GH64BG80, 108, -8
1756067580, 15m, 21074785, FT8, G4DZU, IO93ER, 223, 'Rx', IK4LZH, JN54QM06, 248, 4
1756067580, 15m, 21075138, FT8, G4DZU, IO93ER, 223, 'Rx', RV6AJJ, KN94UL81, 54, 8
1756067580, 15m, 21075485, FT8, G4DZU, IO93ER, 223, 'Rx', YY5AEZ, FK60NL66SR, 148, -7
1756067580, 15m, 21075634, FT8, G4DZU, IO93ER, 223, 'Rx', K8LY, EN91OG, 291, 0
1756067580, 10m, 28074438, FT8, G4DZU, IO93ER, 223, 'Rx', HB9JNM, JN47JM22, 287, -5
1756067580, 10m, 28074706, FT8, G4DZU, IO93ER, 223, 'Rx', EA4IFI, IN70PA, 281, 9
1756067580, 10m, 28074807, FT8, G4DZU, IO93ER, 223, 'Rx', PU1MRV, GG87HE, 108, -5
1756067595, 40m, 7074618, FT8, G4DZU, IO93ER, 223, 'Rx', F4GZO, JN09IQ, 227, 12
1756067595, 40m, 7075247, FT8, G4DZU, IO93ER, 223, 'Rx', RC9WC, LO85GK82, 15, -3
1756067595, 40m, 7075302, FT8, G4DZU, IO93ER, 223, 'Rx', ON4MAP, JO20LQ, 209, 4
1756067595, 40m, 7075373, FT8, G4DZU, IO93ER, 223, 'Rx', IK2YVA, JN45LU09, 248, 4
1756067595, 40m, 7075429, FT8, G4DZU, IO93ER, 223, 'Rx', EA2BFO, IN83LH, 281, -17
1756067595, 40m, 7076100, FT8, G4DZU, IO93ER, 223, 'Rx', PD1BER, JO22XE15, 263, 15
1756067595, 40m, 7076397, FT8, G4DZU, IO93ER, 223, 'Rx', PA3DNA, JO32BL, 263, -9
1756067610, 40m, 7074497, FT8, G4DZU, IO93ER, 223, 'Rx', DK8HC, JO42TH, 230, -4
1756067610, 15m, 21074287, FT8, G4DZU, IO93ER, 223, 'Rx', KD2NOM, FN20TI, 291, -6
1756067610, 15m, 21075145, FT8, G4DZU, IO93ER, 223, 'Rx', R60P, KN88, 54, 16
1756067610, 15m, 21075998, FT8, G4DZU, IO93ER, 223, 'Rx', IW3RCK, JN65KV, 248, 2
1756067610, 10m, 28076178, FT8, G4DZU, IO93ER, 223, 'Rx', F1EHM, IN93TG, 227, 7
1756067625, 40m, 7074204, FT8, G4DZU, IO93ER, 223, 'Rx', SA5HAG, JO78WN, 284, -12
1756067625, 40m, 7075501, FT8, G4DZU, IO93ER, 223, 'Rx', PD1SL, JO22LL, 263, 3
1756067625, 40m, 7075743, FT8, G4DZU, IO93ER, 223, 'Rx', OK8DJ, JN89EE, 503, 0
1756067625, 15m, 21076501, FT8, G4DZU, IO93ER, 223, 'Rx', M0BEW, IO82RJ, 223, -5
1756067625, 15m, 21076774, FT8, G4DZU, IO93ER, 223, 'Rx', 4L4DX, LN21LN, 75, -12
1756067625, 10m, 28075518, FT8, G4DZU, IO93ER, 223, 'Rx', SP7IWA, KO02HE, 269, -7
1756067625, 10m, 28075690, FT8, G4DZU, IO93ER, 223, 'Rx', F6ASS, JN38VT68, 227, 13
1756067625, 10m, 28076689, FT8, G4DZU, IO93ER, 223, 'Rx', EA1FUB, IN53UJ, 281, 0
1756067640, 40m, 7074309, FT8, G4DZU, IO93ER, 223, 'Rx', SM4IED, JP71EB, 284, 3
1756067640, 40m, 7074714, FT8, G4DZU, IO93ER, 223, 'Rx', SP2Y, JO93LR35, 269, 7
1756067640, 40m, 7075316, FT8, G4DZU, IO93ER, 223, 'Rx', EA1FE, IN72VJ, 281, 2
1756067640, 40m, 7075447, FT8, G4DZU, IO93ER, 223, 'Rx', OH.JE1ABU, KP20NP, 224, 5
1756067640, 40m, 7075742, FT8, G4DZU, IO93ER, 223, 'Rx', OM6APJ, JN99SB, 504, -4
1756067640, 40m, 7076532, FT8, G4DZU, IO93ER, 223, 'Rx', DL5DQZ, JO61VA, 230, -3
1756067640, 40m, 7076583, FT8, G4DZU, IO93ER, 223, 'Rx', LY2HM, KO15CX, 146, -1
1756067640, 40m, 7076792, FT8, G4DZU, IO93ER, 223, 'Rx', UD7G, LN14RD, 54, -6
1756067640, 15m, 21074200, FT8, G4DZU, IO93ER, 223, 'Rx', XQ5BRC, FF33KD, 112, -11
1756067640, 15m, 21074387, FT8, G4DZU, IO93ER, 223, 'Rx', LU1IAQ, GG22, 100, -13
1756067640, 15m, 21075242, FT8, G4DZU, IO93ER, 223, 'Rx', DH6SAY, JN48XJ, 230, -7
1756067640, 15m, 21076003, FT8, G4DZU, IO93ER, 223, 'Rx', EA3AYQ, JN11MS, 281, -1
1756067640, 10m, 28075613, FT8, G4DZU, IO93ER, 223, 'Rx', F5ASO.P, IN96DP, 227, -5
1756067816, 40m, 7074556, FT8, G0THY, IO91IT65, 223, 'Rx', EB1LA, IN73BI, 281, 4
1756067816, 40m, 7075834, FT8, G0THY, IO91IT65, 223, 'Rx', S56UVB, JN76MM91, 499, -4
1756067816, 40m, 7074716, FT8, G0THY, IO91IT65, 223, 'Rx', SP2Y, JO93LR35, 269, 10
1756067816, 40m, 7075067, FT8, G0THY, IO91IT65, 223, 'Rx', M7NFV, JO02OQ, 223, 3
1756067816, 40m, 7076041, FT8, G0THY, IO91IT65, 223, 'Rx', ON4BAR, JO10RU, 209, 19
1756067816, 40m, 7074348, FT8, G0THY, IO91IT65, 223, 'Rx', 9A4AA, JN75GG85, 497, 2
1756067816, 40m, 7075157, FT8, G0THY, IO91IT65, 223, 'Rx', PI4DX, JO21AJ13, 263, 11
1756067816, 40m, 7074619, FT8, G0THY, IO91IT65, 223, 'Rx', MM0XXW, IO85JX04, 279, -8
1756067816, 40m, 7075617, FT8, G0THY, IO91IT65, 223, 'Rx', PD1EN, JO32BF99, 263, 3
1756067816, 40m, 7074994, FT8, G0THY, IO91IT65, 223, 'Rx', F5OYA.P, JN13AO, 227, -6
1756067816, 40m, 7074498, FT8, G0THY, IO91IT65, 223, 'Rx', DK8HC, JO42TH, 230, -9
1756067816, 40m, 7075915, FT8, G0THY, IO91IT65, 223, 'Rx', EC5KY, JN00BC, 281, 1
1756067816, 40m, 7076295, FT8, G0THY, IO91IT65, 223, 'Rx', R2EA, KO93, 54, -11
1756067817, 40m, 7076102, FT8, G0THY, IO91IT65, 223, 'Rx', UA4FKT, LO23KE, 54, -7
1756067817, 40m, 7074827, FT8, G0THY, IO91IT65, 223, 'Rx', M0ABG, JO02SF, 223, 8
1756067817, 40m, 7075555, FT8, G0THY, IO91IT65, 223, 'Rx', DK6AH, JN48EV02, 230, -1
1756067817, 40m, 7075412, FT8, G0THY, IO91IT65, 223, 'Rx', R1NBC, KP54HN, 54, 0
1756067817, 40m, 7075499, FT8, G0THY, IO91IT65, 223, 'Rx', SP6FME, JO90CI, 269, -6
1756067817, 40m, 7074510, FT8, G0THY, IO91IT65, 223, 'Rx', PD0YL, JO22KJ95, 263, -16
1756067817, 40m, 7075616, FT8, G0THY, IO91IT65, 223, 'Rx', DL8CE, JO42WF, 230, -6
1756067817, 40m, 7074431, FT8, G0THY, IO91IT65, 223, 'Rx', SV2HTW, KN10LNPN, 236, -8
1756067817, 40m, 7075426, FT8, G0THY, IO91IT65, 223, 'Rx', PD3WMA, JO22OI, 263, -9
1756067771, 10m, 28075338, FT8, G0UBX, IO92QG37, 223, 'Rx', IK2ZJR, JN45NT60, 248, -15
1756067789, 10m, 28075213, FT8, G0UBX, IO92QG37, 223, 'Rx', DL6SAK, JO40FO05DG, 230, -20
1756067816, 10m, 28076268, FT8, G0UBX, IO92QG37, 223, 'Rx', PY2VH, GG67EF, 108, -12
1756067758, 15m, 21075497, FT8, M0BSI, IO70IC74, 223, 'Rx', DO4LC, JN58VP, 230, -18
1756067788, 15m, 21075135, FT8, M0BSI, IO70IC74, 223, 'Rx', DL2KMH, JO31MB, 230, -7
1756067803, 15m, 21075277, FT8, M0BSI, IO70IC74, 223, 'Rx', S52D, JN76FB, 499, -2
1756067804, 15m, 21076198, FT8, M0BSI, IO70IC74, 223, 'Rx', EA3AYQ, JN11MS, 281, 7
