1756067577, 20m, 14075780, FT8, G1ZOM, IO83QJ, 223, 'Rx', KQ4JYG, EL98PF, 291, -14
1756067577, 20m, 14075254, FT8, G1ZOM, IO83QJ, 223, 'Rx', AK8CZ, EN91NB, 291, -20
1756067579, 20m, 14075959, FT8, G1ZOM, IO83QJ, 223, 'Rx', PD1ADA, JO21SV, 263, -3
1756067487, 40m, 7076319, FT8, M5AEI, IO92VO, 223, 'Rx', DJ6HR, JO31LP, 230, 2
1756067494, 40m, 7076617, FT8, M5AEI, IO92VO, 223, 'Rx', LY2HM, KO15CX, 146, -17
1756067507, 40m, 7075534, FT8, M5AEI, IO92VO, 223, 'Rx', PD1SL, JO22LL, 263, -5
1756067511, 40m, 7076134, FT8, M5AEI, IO92VO, 223, 'Rx', M0KKB, JO01MG, 223, -16
1756067512, 40m, 7075008, FT8, M5AEI, IO92VO, 223, 'Rx', OM5KM, JN98BG15, 504, -17
1756067520, 40m, 7074588, FT8, M5AEI, IO92VO, 223, 'Rx', EB1LA, IN73BI, 281, -9
1756067522, 40m, 7074343, FT8, M5AEI, IO92VO, 223, 'Rx', SM4IED, JP71EB, 284, -18
1756067535, 40m, 7075652, FT8, M5AEI, IO92VO, 223, 'Rx', F4GZO, JN09IQ, 227, 2
1756067562, 40m, 7075853, FT8, M5AEI, IO92VO, 223, 'Rx', F5RAV, JN09VG44, 227, -4
1756067571, 40m, 7075843, FT8, M5AEI, IO92VO, 223, 'Rx', DL8CE, JO42WF, 230, -15
1756067488, 20m, 14076927, FT8, M7HET, IO91JP, 223, 'Rx', KD3BAT, FN20LD, 291, -6
1756067518, 20m, 14075112, FT8, M7HET, IO91JP, 223, 'Rx', DL6NX, JO31NK, 230, -2
1756067551, 20m, 14076757, FT8, M7HET, IO91JP, 223, 'Rx', DF8DO, JO31QM, 230, 7
1756067552, 20m, 14074739, FT8, M7HET, IO91JP, 223, 'Rx', EA4IAU, IM86WS, 281, -3
1756067553, 20m, 14076282, FT8, M7HET, IO91JP, 223, 'Rx', NS4P, EL87TB, 291, -21
1756067577, 20m, 14076595, FT8, M7HET, IO91JP, 223, 'Rx', LY5J, KO24OQ, 146, 5
1756067582, 20m, 14075503, FT8, M7HET, IO91JP, 223, 'Rx', CT1FNG, IM58JR, 272, 4
1756067582, 20m, 14076584, FT8, M7HET, IO91JP, 223, 'Rx', IZ5MJO, JN53NO, 248, -9
1756067583, 20m, 14075023, FT8, M7HET, IO91JP, 223, 'Rx', PD8JUK, JO32LR, 263, 4
1756067579, 40m, 7075316, FT8, M7ECR, JO01NE, 223, 'Rx', EA1FE, IN72VJ, 281, -3
1756067579, 40m, 7076651, FT8, M7ECR, JO01NE, 223, 'Rx', DL5DQZ, JO61VA, 230, -5
1756067576, 40m, 7075314, FT8, M0KKB, JO01MG, 223, 'Rx', EA1FE, IN72VJ, 281, 4
1756067577, 40m, 7075154, FT8, M0KKB, JO01MG, 223, 'Rx', PI4DX, JO21AJ13, 263, 11
1756067580, 40m, 7075334, FT8, M0KKB, JO01MG, 223, 'Rx', RL3K, KO91OQ, 54, -20
1756067581, 40m, 7075284, FT8, M0KKB, JO01MG, 223, 'Rx', VK7AC, QE38LP, 150, -5
1756067442, 10m, 28074616, FT8, G0DLV, IO70RU, 223, 'Rx', PY2DEL, GG66RK44TT, 108, -12
1756067504, 10m, 28075938, FT8, G0DLV, IO70RU, 223, 'Rx', F4VTR, JN25PU, 227, 9
1756067517, 10m, 28075279, FT8, G0DLV, IO70RU, 223, 'Rx', DN9BT, JO40BE, 230, 7
1756067517, 10m, 28074974, FT8, G0DLV, IO70RU, 223, 'Rx', IK2QEB, JN55LD, 248, 2
1756067518, 10m, 28074468, FT8, G0DLV, IO70RU, 223, 'Rx', HB9JNM, JN47JM22, 287, -22
1756067532, 10m, 28075631, FT8, G0DLV, IO70RU, 223, 'Rx', EA4D, IN80KN, 281, 1
1756067534, 10m, 28075887, FT8, G0DLV, IO70RU, 223, 'Rx', DN9AVK, JO51AU, 230, -12
1756067562, 10m, 28074788, FT8, G0DLV, IO70RU, 223, 'Rx', EC3A, JN00JV, 281, 25
1756067563, 10m, 28076720, FT8, G0DLV, IO70RU, 223, 'Rx', EA1FUB, IN53UJ, 281, 4
1756067564, 10m, 28075532, FT8, G0DLV, IO70RU, 223, 'Rx', PU9LXS, GG27RO, 108, -23
1756067577, 10m, 28074838, FT8, G0DLV, IO70RU, 223, 'Rx', PU1MRV, GG87HE, 108, 1
1756067294, 80m, 3573851, FT8, G4MHJ, JO01BL74, 223, 'Rx', DK6WS, JO30ST21, 230, 0
1756067339, 80m, 3574817, FT8, G4MHJ, JO01BL74, 223, 'Rx', G7CNF, IO81RE35, 223, -1
1756067339, 80m, 3575679, FT8, G4MHJ, JO01BL74, 223, 'Rx', DL2MCI, JN57ER03, 230, -5
1756067414, 80m, 3574817, FT8, G4MHJ, JO01BL74, 223, 'Rx', EW6DM, KO35UU, 27, -10
1756067429, 80m, 3574360, FT8, G4MHJ, JO01BL74, 223, 'Rx', DF0JEN, JO50TW, 230, -14
1756067429, 80m, 3574617, FT8, G4MHJ, JO01BL74, 223, 'Rx', DK7UY, JO44OL, 230, 1
1756067444, 80m, 3574895, FT8, G4MHJ, JO01BL74, 223, 'Rx', DL3FDD, JO40ME42IF, 230, -16
1756067474, 80m, 3574660, FT8, G4MHJ, JO01BL74, 223, 'Rx', SP2EWQ, JO93AA, 269, -10
1756067489, 80m, 3574214, FT8, G4MHJ, JO01BL74, 223, 'Rx', DH0HD, JO62GK40, 230, -14
1756067504, 80m, 3573851, FT8, G4MHJ, JO01BL74, 223, 'Rx', RA1WZ, KO47EV, 54, -18
1756067504, 80m, 3574895, FT8, G4MHJ, JO01BL74, 223, 'Rx', DG7ZQ, JO40ME, 230, -15
1756067549, 80m, 3573919, FT8, G4MHJ, JO01BL74, 223, 'Rx', SP9YGD, JO90OH, 269, -12
1756067564, 80m, 3575946, FT8, G4MHJ, JO01BL74, 223, 'Rx', LY1VR, KO16EH, 146, -8
1756067579, 80m, 3573699, FT8, G4MHJ, JO01BL74, 223, 'Rx', IV3EFS, JN65LS97, 248, -24
1756067564, 20m, 14076602, FT8, M6YVX, IO93OO, 223, 'Rx', DJ2YA, JO40EW, 230, -6
1756067576, 20m, 14075479, FT8, M6YVX, IO93OO, 223, 'Rx', CT1FNG, IM58JR, 272, -5
1756067576, 20m, 14076569, FT8, M6YVX, IO93OO, 223, 'Rx', LY5J, KO24OQ, 146, -7
1756067235, 20m, 14076800, FT8, G0IFI, IO81LD, 223, 'Rx', LB8MG, JO59KK, 266, 20
1756067235, 20m, 14074941, FT8, G0IFI, IO81LD, 223, 'Rx', 5Z4VJ, KI88JR, 430, -15
1756067265, 20m, 14076603, FT8, G0IFI, IO81LD, 223, 'Rx', LA9BM, JP40CN60, 266, 15
1756067280, 20m, 14074908, FT8, G0IFI, IO81LD, 223, 'Rx', IZ0GRR, JN61OU, 248, -18
1756067310, 20m, 14076024, FT8, G0IFI, IO81LD, 223, 'Rx', EA5DKP, IM99SK, 281, -22
1756067310, 20m, 14076596, FT8, G0IFI, IO81LD, 223, 'Rx', KE2FUM, FN20LP06, 291, -11
1756067340, 20m, 14074626, FT8, G0IFI, IO81LD, 223, 'Rx', DL2ROG, JO62QF59, 230, -7
1756067340, 20m, 14074285, FT8, G0IFI, IO81LD, 223, 'Rx', DD1RK, JN68PK, 230, -22
1756067355, 20m, 14074494, FT8, G0IFI, IO81LD, 223, 'Rx', EA1FUL, IN52, 281, -13
1756067459, 15m, 21075253, FT8, M7MOK, JO01AH, 223, 'Rx', LU1IAQ, GG22, 100, -21
1756067487, 15m, 21075724, FT8, M7MOK, JO01AH, 223, 'Rx', K9SG, EM79DT, 291, -11
1756067487, 15m, 21075914, FT8, M7MOK, JO01AH, 223, 'Rx', N8KR, EN71LC, 291, -14
1756067504, 15m, 21075858, FT8, M7MOK, JO01AH, 223, 'Rx', F4ITK, JN23WC, 227, -21
1756067517, 15m, 21075495, FT8, M7MOK, JO01AH, 223, 'Rx', N9SES, EN61IN86, 291, -8
1756067517, 15m, 21075150, FT8, M7MOK, JO01AH, 223, 'Rx', KD2NOM, FN20TI, 291, -19
1756067520, 15m, 21076000, FT8, M7MOK, JO01AH, 223, 'Rx', RV6AJJ, KN94UL81, 54, -8
1756067355, 20m, 14075203, FT8, G0IFI, IO81LD, 223, 'Rx', N1VXJ, FN42BE, 291, -24
1756067355, 20m, 14076392, FT8, G0IFI, IO81LD, 223, 'Rx', EA2DDG, IN82LM, 281, -17
1756067415, 20m, 14075150, FT8, G0IFI, IO81LD, 223, 'Rx', DH1JG, JO31NG, 230, -18
1756067430, 20m, 14075641, FT8, G0IFI, IO81LD, 223, 'Rx', IW0HAC, JN61GU, 248, -24
1756067460, 20m, 14075966, FT8, G0IFI, IO81LD, 223, 'Rx', SA5IYA, JO89HJ, 284, -24
1756067460, 20m, 14074627, FT8, G0IFI, IO81LD, 223, 'Rx', IK1NEW, JN34SI, 248, -22
1756067475, 20m, 14075635, FT8, G0IFI, IO81LD, 223, 'Rx', W4APN, FM07BG44, 291, -19
1756067475, 20m, 14074691, FT8, G0IFI, IO81LD, 223, 'Rx', N9MC, EM80QC, 291, -16
1756067490, 20m, 14076096, FT8, G0IFI, IO81LD, 223, 'Rx', IU5NWT, JN53HU, 248, -10
1756067490, 20m, 14074943, FT8, G0IFI, IO81LD, 223, 'Rx', EA7FRA, IM76SR, 281, -17
1756067505, 20m, 14076740, FT8, G0IFI, IO81LD, 223, 'Rx', F4BYA, JN19PP79, 227, -8
1756067505, 20m, 14075960, FT8, G0IFI, IO81LD, 223, 'Rx', PD1ADA, JO21SV, 263, -19
1756067505, 20m, 14076242, FT8, G0IFI, IO81LD, 223, 'Rx', NS4P, EL87TB, 291, -23
1756067520, 20m, 14076588, FT8, G0IFI, IO81LD, 223, 'Rx', DJ2YA, JO40EW, 230, -4
1756067535, 20m, 14075028, FT8, G0IFI, IO81LD, 223, 'Rx', WA4CHJ, FM16LM, 291, -15
1756067550, 20m, 14074591, FT8, G0IFI, IO81LD, 223, 'Rx', HA7TJ, JN97PL, 239, -16
1756067579, 20m, 14076540, FT8, M7IJS, IO83LG, 223, 'Rx', IZ5MJO, JN53NO, 248, -10
1756067579, 20m, 14074626, FT8, M7IJS, IO83LG, 223, 'Rx', N8RAF, EN90EA, 291, -11
1756067562, 20m, 14075832, FT8, G4ZJH, JO02RF, 223, 'Rx', TA7AO, KN90UX, 390, -19
1756067562, 20m, 14075241, FT8, G4ZJH, JO02RF, 223, 'Rx', OH6XU, KP12KS, 224, -9
1756067576, 20m, 14075468, FT8, G4ZJH, JO02RF, 223, 'Rx', CT1FNG, IM58JR, 272, 0
1756067577, 20m, 14076892, FT8, G4ZJH, JO02RF, 223, 'Rx', KD3BAT, FN20LD, 291, -18
1756067580, 20m, 14076559, FT8, G4ZJH, JO02RF, 223, 'Rx', LY5J, KO24OQ, 146, -17
1756067457, 20m, 14074904, FT8, G7RCQ, IO91KF, 223, 'Rx', YU1JF, KN04LM, 296, -11
1756067459, 20m, 14075223, FT8, G7RCQ, IO91KF, 223, 'Rx', ZB2JK, IM76HD83, 233, -17
1756067489, 20m, 14075146, FT8, G7RCQ, IO91KF, 223, 'Rx', OH7BDI, KP42WP, 224, -18
1756067546, 20m, 14075069, FT8, G7RCQ, IO91KF, 223, 'Rx', DL6NX, JO31NK, 230, -16
1756067546, 20m, 14074980, FT8, G7RCQ, IO91KF, 223, 'Rx', PD8JUK, JO32LR, 263, -9
1756067547, 20m, 14076713, FT8, G7RCQ, IO91KF, 223, 'Rx', DF8DO, JO31QM, 230, -17
1756067547, 20m, 14076492, FT8, G7RCQ, IO91KF, 223, 'Rx', SM3ULU, JP81GT, 284, -18
1756067576, 20m, 14074594, FT8, G7RCQ, IO91KF, 223, 'Rx', SN4K, KO03FR, 269, 2
1756067576, 20m, 14076797, FT8, G7RCQ, IO91KF, 223, 'Rx', LB8MG, JO59KK, 266, 1
1756067577, 20m, 14075459, FT8, G7RCQ, IO91KF, 223, 'Rx', CT1FNG, IM58JR, 272, -6
1756067577, 20m, 14076551, FT8, G7RCQ, IO91KF, 223, 'Rx', LY5J, KO24OQ, 146, -16
1756067577, 20m, 14074586, FT8, G7RCQ, IO91KF, 223, 'Rx', W2CG, FN20ON, 291, -16
1756067580, 40m, 7075318, FT8, G4GHT, IO83UC03, 223, 'Rx', EA1FE, IN72VJ, 281, 4
1756067583, 40m, 7074499, FT8, G4GHT, IO83UC03, 223, 'Rx', DK8HC, JO42TH, 230, -8
1756067471, 80m, 3574359, FT8, G7CNF, IO81RE35, 223, 'Rx', DF0JEN, JO50TW, 230, -5
1756067472, 80m, 3574319, FT8, G7CNF, IO81RE35, 223, 'Rx', R7FQ, LN15AA, 54, -16
1756067501, 80m, 3574503, FT8, G7CNF, IO81RE35, 223, 'Rx', DM50DMS, JO41SG, 230, 10
1756067501, 80m, 3574894, FT8, G7CNF, IO81RE35, 223, 'Rx', DG7ZQ, JO40ME, 230, -5
1756067501, 80m, 3574659, FT8, G7CNF, IO81RE35, 223, 'Rx', DO1JMA.QRP, JO40QP72, 230, -4
1756067546, 80m, 3575509, FT8, G7CNF, IO81RE35, 223, 'Rx', SA2RJO, KP03DQ, 284, 10
1756067546, 80m, 3574181, FT8, G7CNF, IO81RE35, 223, 'Rx', LZ2II, KN22JW, 212, -9
1756067546, 80m, 3574381, FT8, G7CNF, IO81RE35, 223, 'Rx', IW0FGX, JN61KN, 248, -12
1756067547, 80m, 3573919, FT8, G7CNF, IO81RE35, 223, 'Rx', SP9YGD, JO90OH, 269, -3
1756067547, 80m, 3573899, FT8, G7CNF, IO81RE35, 223, 'Rx', IT9VCE, JM77LV40, 248, -4
1756067577, 80m, 3573325, FT8, G7CNF, IO81RE35, 223, 'Rx', 9H1SV, JM75FU, 257, -8
1756067579, 80m, 3573697, FT8, G7CNF, IO81RE35, 223, 'Rx', IV3EFS, JN65LS97, 248, -23
1756067591, 80m, 3575130, FT8, G7CNF, IO81RE35, 223, 'Rx', DC7MA, JN39LL, 230, 14
1756067591, 80m, 3575945, FT8, G7CNF, IO81RE35, 223, 'Rx', LY1VR, KO16EH, 146, 1
1756067592, 80m, 3573900, FT8, G7CNF, IO81RE35, 223, 'Rx', SP9UPV, JO90NU, 269, -2
1756067516, 40m, 7074312, FT8, M0JVY, IO81VH, 223, 'Rx', SM4IED, JP71EB, 284, 7
1756067516, 40m, 7074557, FT8, M0JVY, IO81VH, 223, 'Rx', EB1LA, IN73BI, 281, -4
1756067547, 40m, 7074439, FT8, M0JVY, IO81VH, 223, 'Rx', EC5KY, JN00BC, 281, -5
1756067549, 40m, 7075414, FT8, M0JVY, IO81VH, 223, 'Rx', R1NBC, KP54HN, 54, -7
1756067577, 40m, 7075318, FT8, M0JVY, IO81VH, 223, 'Rx', EA1FE, IN72VJ, 281, -7
1756067591, 40m, 7075250, FT8, M0JVY, IO81VH, 223, 'Rx', RC9WC, LO85GK82, 15, -7
1756067591, 15m, 21075497, FT8, M0ILT, IO80MW, 223, 'Rx', F1PGQ, JN35AK, 227, 5
1756067591, 15m, 21076040, FT8, M0ILT, IO80MW, 223, 'Rx', EA5XA, IM98SV, 281, -4
1756067591, 15m, 21076646, FT8, M0ILT, IO80MW, 223, 'Rx', W4UDH, EM75WU86, 291, -7
1756067591, 15m, 21074589, FT8, M0ILT, IO80MW, 223, 'Rx', KB2OBF, FN02HD38, 291, 1
1756067591, 15m, 21074978, FT8, M0ILT, IO80MW, 223, 'Rx', K4TG, EM77NX, 291, -5
1756067591, 15m, 21074923, FT8, M0ILT, IO80MW, 223, 'Rx', 5B4AMM, KM65OA, 215, -8
1756067592, 15m, 21075142, FT8, M0ILT, IO80MW, 223, 'Rx', DL8OU, JO42, 230, 0
1756067592, 15m, 21075660, FT8, M0ILT, IO80MW, 223, 'Rx', F6FLU, JN18AS33, 227, -5
1756067592, 15m, 21076128, FT8, M0ILT, IO80MW, 223, 'Rx', R3KDT, KO91NN, 54, 4
1756067592, 15m, 21075945, FT8, M0ILT, IO80MW, 223, 'Rx', Z37CXY, KN02UD, 502, 6
1756067592, 15m, 21075052, FT8, M0ILT, IO80MW, 223, 'Rx', IT9JQN, JM76IU, 248, 12
1756067592, 15m, 21075270, FT8, M0ILT, IO80MW, 223, 'Rx', AC8RJ, EM89WG, 291, -11
1756067592, 15m, 21075402, FT8, M0ILT, IO80MW, 223, 'Rx', K5ACP, EM20II, 291, -5
1756067592, 15m, 21074747, FT8, M0ILT, IO80MW, 223, 'Rx', KA1MXL, FN41HS00, 291, -11
1756067592, 15m, 21076614, FT8, M0ILT, IO80MW, 223, 'Rx', W8LYO, EN81XI, 291, -10
1756067583, 15m, 21076445, FT8, M0BSI, IO70IC74, 223, 'Rx', AA0AM, EN31RX, 291, -18
1756067550, 40m, 7075430, FT8, G4IRN, IO82MO, 223, 'Rx', EA2BFO, IN83LH, 281, -12
1756067565, 10m, 28075257, FT8, G4IRN, IO82MO, 223, 'Rx', DN9BT, JO40BE, 230, 8
1756067565, 10m, 28074814, FT8, G4IRN, IO82MO, 223, 'Rx', PU1MRV, GG87HE, 108, -4
1756067565, 80m, 3573699, FT8, G4IRN, IO82MO, 223, 'Rx', IV3EFS, JN65LS97, 248, -12
1756067565, 15m, 21075151, FT8, G4IRN, IO82MO, 223, 'Rx', R60P, KN88, 54, 12
1756067565, 15m, 21075143, FT8, G4IRN, IO82MO, 223, 'Rx', RV6AJJ, KN94UL81, 54, 0
1756067565, 15m, 21076154, FT8, G4IRN, IO82MO, 223, 'Rx', WB8TLI, EN70VB72NM, 291, -3
1756067565, 15m, 21075310, FT8, G4IRN, IO82MO, 223, 'Rx', PY5JO, GG54HO, 108, -9
1756067565, 40m, 7075317, FT8, G4IRN, IO82MO, 223, 'Rx', EA1FE, IN72VJ, 281, 6
1756067565, 20m, 14074321, FT8, G4IRN, IO82MO, 223, 'Rx', DL2ROG, JO62QF59, 230, 14
1756067565, 20m, 14076804, FT8, G4IRN, IO82MO, 223, 'Rx', LB8MG, JO59KK, 266, 4
1756067565, 20m, 14075437, FT8, G4IRN, IO82MO, 223, 'Rx', UW4SU, KN28IW51, 288, 3
1756067565, 20m, 14074519, FT8, G4IRN, IO82MO, 223, 'Rx', K2DBK, FN21XB, 291, -10
1756067565, 20m, 14075070, FT8, G4IRN, IO82MO, 223, 'Rx', PD0JOY, JO21EV, 263, -8
1756067565, 20m, 14074547, FT8, G4IRN, IO82MO, 223, 'Rx', BD4UN, PM02KA, 318, -10
1756067565, 20m, 14075898, FT8, G4IRN, IO82MO, 223, 'Rx', KY9L, EM48, 291, -18
1756067565, 20m, 14075326, FT8, GX0FRE, IO82UC, 223, 'Rx', JA6TXU, PM53GF, 339, -3
1756067565, 20m, 14075992, FT8, GX0FRE, IO82UC, 223, 'Rx', DH1HF, JO30VF92, 230, -17
1756067565, 20m, 14075828, FT8, GX0FRE, IO82UC, 223, 'Rx', BI6PWC, OM64US, 318, -7
1756067471, 10m, 28075709, FT8, M0DHO, IO91NG61, 223, 'Rx', F6ASS, JN38VT68, 227, -24
1756067472, 10m, 28076101, FT8, M0DHO, IO91NG61, 223, 'Rx', US2YW, KN28XG, 288, -17
1756067489, 10m, 28074456, FT8, M0DHO, IO91NG61, 223, 'Rx', HB9JNM, JN47JM22, 287, -24
1756067531, 10m, 28075619, FT8, M0DHO, IO91NG61, 223, 'Rx', EA4D, IN80KN, 281, 1
1756067531, 10m, 28075927, FT8, M0DHO, IO91NG61, 223, 'Rx', F4VTR, JN25PU, 227, -8
1756067561, 10m, 28074776, FT8, M0DHO, IO91NG61, 223, 'Rx', EC3A, JN00JV, 281, 18
1756067561, 10m, 28076708, FT8, M0DHO, IO91NG61, 223, 'Rx', EA1FUB, IN53UJ, 281, -4
1756067561, 10m, 28075802, FT8, M0DHO, IO91NG61, 223, 'Rx', F4JLS, IN97NO, 227, -21
1756067576, 10m, 28074826, FT8, M0DHO, IO91NG61, 223, 'Rx', PU1MRV, GG87HE, 108, 0
1756067576, 10m, 28074962, FT8, M0DHO, IO91NG61, 223, 'Rx', DN9WSV, JN58GJ, 230, -11
1756067594, 10m, 28075986, FT8, M0DHO, IO91NG61, 223, 'Rx', F4MJX, IN88CE, 227, -24
1756067580, 15m, 21075976, FT8, M6MPR, IO93FN54, 223, 'Rx', VA3TPV, FN03DN, 1, -18
1756067581, 15m, 21074792, FT8, M6MPR, IO93FN54, 223, 'Rx', IK4LZH, JN54QM06, 248, -17
1756067550, 20m, 14075505, FT8, M0CJS, IO92HN, 223, 'Rx', UW5IM, KN68NQ, 288, -10
1756067565, 20m, 14075463, FT8, M0CJS, IO92HN, 223, 'Rx', CT1FNG, IM58JR, 272, 6
1756067565, 20m, 14074597, FT8, M0CJS, IO92HN, 223, 'Rx', SN4K, KO03FR, 269, 0
1756067565, 20m, 14075421, FT8, M0CJS, IO92HN, 223, 'Rx', IU4HND, JN54PL, 248, -11
1756067565, 40m, 7075316, FT8, M0CJS, IO92HN, 223, 'Rx', EA1FE, IN72VJ, 281, 2
1756067564, 15m, 21074492, FT8, M6YJB, IO93IC, 223, 'Rx', KD2MDS, FN21UO54, 291, -24
1756067592, 15m, 21074978, FT8, M6YJB, IO93IC, 223, 'Rx', K4TG, EM77NX, 291, -19
1756067504, 40m, 7075505, FT8, M0CTI, IO93IK, 223, 'Rx', PD1SL, JO22LL, 263, -12
1756067516, 40m, 7074314, FT8, M0CTI, IO93IK, 223, 'Rx', SM4IED, JP71EB, 284, 5
1756067517, 40m, 7074507, FT8, M0CTI, IO93IK, 223, 'Rx', ON3TLA, JO10NV, 209, -16
1756067547, 40m, 7075415, FT8, M0CTI, IO93IK, 223, 'Rx', R1NBC, KP54HN, 54, -8
1756067562, 40m, 7076105, FT8, M0CTI, IO93IK, 223, 'Rx', M0KKB, JO01MG, 223, -15
1756067576, 40m, 7075319, FT8, M0CTI, IO93IK, 223, 'Rx', EA1FE, IN72VJ, 281, -15
1756067577, 40m, 7076655, FT8, M0CTI, IO93IK, 223, 'Rx', DL5DQZ, JO61VA, 230, -24
1756067591, 40m, 7075252, FT8, M0CTI, IO93IK, 223, 'Rx', RC9WC, LO85GK82, 15, -14
1756067594, 40m, 7075196, FT8, M0CTI, IO93IK, 223, 'Rx', SP6FME, JO90CI, 269, -18
1756067520, 80m, 3573850, FT8, G8URE, IO90QU, 223, 'Rx', RA1WZ, KO47EV, 54, -9
1756067536, 80m, 3574381, FT8, G8URE, IO90QU, 223, 'Rx', IW0FGX, JN61KN, 248, -6
1756067536, 80m, 3574319, FT8, G8URE, IO90QU, 223, 'Rx', DO9TIM, JO31SD, 230, -9
1756067550, 80m, 3574894, FT8, G8URE, IO90QU, 223, 'Rx', DG7ZQ, JO40ME, 230, -6
1756067550, 80m, 3575944, FT8, G8URE, IO90QU, 223, 'Rx', LY1VR, KO16EH, 146, -9
1756067565, 80m, 3573325, FT8, G8URE, IO90QU, 223, 'Rx', 9H1SV, JM75FU, 257, -7
1756067565, 80m, 3573697, FT8, G8URE, IO90QU, 223, 'Rx', IV3EFS, JN65LS97, 248, -11
1756067546, 20m, 14075837, FT8, G5CTH, IO91PP, 223, 'Rx', IU5TPM, JN53MJ, 248, -10
1756067549, 20m, 14076558, FT8, G5CTH, IO91PP, 223, 'Rx', LY5J, KO24OQ, 146, -24
1756067550, 20m, 14076246, FT8, G5CTH, IO91PP, 223, 'Rx', NS4P, EL87TB, 291, -24
1756067577, 20m, 14075892, FT8, G5CTH, IO91PP, 223, 'Rx', F5VMH, JN08QR27, 227, -10
1756067577, 20m, 14076786, FT8, G5CTH, IO91PP, 223, 'Rx', KC2ZZR, FM18LW, 291, -20
1756067577, 20m, 14075467, FT8, G5CTH, IO91PP, 223, 'Rx', CT1FNG, IM58JR, 272, -7
1756067577, 20m, 14075965, FT8, G5CTH, IO91PP, 223, 'Rx', PD1ADA, JO21SV, 263, -20
1756067592, 20m, 14075510, FT8, G5CTH, IO91PP, 223, 'Rx', UW5IM, KN68NQ, 288, -14
1756067595, 20m, 14075927, FT8, G5CTH, IO91PP, 223, 'Rx', IW3BYL, JN56NC51, 248, -14
1756067430, 15m, 21075050, FT8, G8URE, IO90QU, 223, 'Rx', IT9JQN, JM76IU, 248, -7
1756067430, 20m, 14075641, FT8, G8URE, IO90QU, 223, 'Rx', IW0HAC, JN61GU, 248, -11
1756067430, 20m, 14075278, FT8, G8URE, IO90QU, 223, 'Rx', BG5JGG, OL79XQ, 318, -14
1756067447, 15m, 21076266, FT8, G8URE, IO90QU, 223, 'Rx', DL7VDX, JO62WN, 230, -11
1756067447, 20m, 14075644, FT8, G8URE, IO90QU, 223, 'Rx', IS0KNG, JM49OI, 225, -11
1756067447, 20m, 14075225, FT8, G8URE, IO90QU, 223, 'Rx', ZB2JK, IM76HD83, 233, -13
1756067447, 20m, 14076391, FT8, G8URE, IO90QU, 223, 'Rx', EA2DDG, IN82LM, 281, -14
1756067490, 20m, 14074944, FT8, G8URE, IO90QU, 223, 'Rx', EA7FRA, IM76SR, 281, -6
1756067490, 15m, 21075553, FT8, G8URE, IO90QU, 223, 'Rx', SP2MF, JO94GL65, 269, -12
1756067490, 20m, 14075813, FT8, G8URE, IO90QU, 223, 'Rx', K3SAE, FN21BJ, 291, -12
1756067490, 20m, 14076097, FT8, G8URE, IO90QU, 223, 'Rx', IU5NWT, JN53HU, 248, -13
1756067506, 20m, 14076888, FT8, G8URE, IO90QU, 223, 'Rx', KD3BAT, FN20LD, 291, -10
1756067506, 20m, 14074847, FT8, G8URE, IO90QU, 223, 'Rx', EA9MH, IM85MG, 32, -14
1756067565, 15m, 21075138, FT8, G8URE, IO90QU, 223, 'Rx', RV6AJJ, KN94UL81, 54, -6
1756067565, 15m, 21075769, FT8, G8URE, IO90QU, 223, 'Rx', VE3UB, FN04GE38, 1, -10
1756067565, 20m, 14076597, FT8, G8URE, IO90QU, 223, 'Rx', G0OSK, IO91XT, 223, -10
1756067565, 20m, 14075463, FT8, G8URE, IO90QU, 223, 'Rx', CT1FNG, IM58JR, 272, -11
1756067565, 20m, 14076556, FT8, G8URE, IO90QU, 223, 'Rx', LY5J, KO24OQ, 146, -12
1756067565, 15m, 21075484, FT8, G8URE, IO90QU, 223, 'Rx', YY5AEZ, FK60NL66SR, 148, -13
1756067581, 15m, 21074200, FT8, G8URE, IO90QU, 223, 'Rx', LZ5AM, KN22, 212, -10
1756067581, 15m, 21075366, FT8, G8URE, IO90QU, 223, 'Rx', DJ0MAB, JN49KN, 230, -12
1756067581, 20m, 14076338, FT8, G8URE, IO90QU, 223, 'Rx', N5EYT, EM79VQ, 291, -12
1756067584, 40m, 7075349, FT8, M5AEI, IO92VO, 223, 'Rx', EA1FE, IN72VJ, 281, -19
1756067403, 15m, 21076065, FT8, G4ZFQ, IO90IR28, 223, 'Rx', K8RCT, EN74DR, 291, -22
1756067403, 10m, 28075021, FT8, G4ZFQ, IO90IR28, 223, 'Rx', CT1BFP, IM59LI, 272, -35
1756067403, 80m, 3573715, FT8, G4ZFQ, IO90IR28, 223, 'Rx', G7KHF, IO94HU, 223, -32
1756067403, 20m, 14074793, FT8, G4ZFQ, IO90IR28, 223, 'Rx', UW5EQM, KN68RA97, 288, -27
1756067418, 40m, 7074503, FT8, G4ZFQ, IO90IR28, 223, 'Rx', ON3TLA, JO10NV, 209, -29
1756067418, 40m, 7075496, FT8, G4ZFQ, IO90IR28, 223, 'Rx', F5OYA.P, JN13AO, 227, -19
1756067418, 80m, 3574359, FT8, G4ZFQ, IO90IR28, 223, 'Rx', DF0JEN, JO50TW, 230, -29
1756067418, 20m, 14075990, FT8, G4ZFQ, IO90IR28, 223, 'Rx', DK6DX, JO30XG, 230, -36
