1756067835, 20m, 14075507, FT8, 2E1PAW, JO01NT, 223, 'Tx', ZL4KYH, RE78JS, 170, -19
1756067700, 40m, 7076099, FT8, M0KKB, JO01MG, 223, 'Tx', DF4UE, JN48RR, 230, -25
1756067715, 20m, 14075362, FT8, M7IJS, IO83LG, 223, 'Tx', DF4UE, JN48RR, 230, -24
1756067730, 10m, 28074515, FT8, 2E0PLA, IO83VQ06VS, 223, 'Tx', DF4UE, JN48RR, 230, -23
1756067745, 40m, 7075674, FT8, M0ABG, JO02SF, 223, 'Tx', DF4UE, JN48RR, 230, -29
1756067760, 20m, 14074534, FT8, G7SLB, IO92QH, 223, 'Tx', DF4UE, JN48RR, 230, -36
1756067760, 20m, 14074884, FT8, GB5FPS, IO93TK, 223, 'Tx', DF4UE, JN48RR, 230, -24
1756067835, 20m, 14075059, FT8, G8IXM, JO02PP29, 223, 'Tx', DF4UE, JN48RR, 230, -15
1756067834, 20m, 14074355, FT8, G8OO, JO02KS, 223, 'Tx', VK4TUX, QG62EI28, 150, -20
1756067847, 20m, 14075505, FT8, 2E1PAW, JO01NT, 223, 'Tx', VK4TUX, QG62EI28, 150, -10
1756067832, 20m, 14074733, FT8, G7RCQ, IO91KF, 223, 'Tx', PI4TX, JO22JP, 263, -24
1756067847, 10m, 28074691, FT8, G4KVI, IO81SG18, 223, 'Tx', EA4D, IN80KN, 281, -20
1756067863, 20m, 14074630, FT8, M7HET, IO91JP, 223, 'Tx', GS1ACR, IO67GP, 279, -10
1756067850, 20m, 14075495, FT8, 2E1PAW, JO01NT, 223, 'Tx', N1PJT, FN42HW94DM, 291, -8
1756067863, 20m, 14074637, FT8, M7HET, IO91JP, 223, 'Tx', KA9LHE, EN70LX, 291, -15
1756067817, 20m, 14075803, FT8, G7IJI, IO92BK, 223, 'Tx', SP3Q, JO82QI, 269, -10
1756067819, 20m, 14075367, FT8, M7IJS, IO83LG, 223, 'Tx', SP3Q, JO82QI, 269, -23
1756067610, 40m, 7075496, FT8, M7MDB, IO80HU, 223, 'Tx', GW4TJC, IO73WB, 294, -15
1756067640, 40m, 7075682, FT8, M0OAU, IO83NI, 223, 'Tx', GW4TJC, IO73WB, 294, -6
1756067730, 40m, 7074937, FT8, M7CWF, IO93JI, 223, 'Tx', GW4TJC, IO73WB, 294, -4
1756067805, 40m, 7075066, FT8, M7NFV, JO02OQ, 223, 'Tx', DJ3QF, JN58EK, 230, -8
1756067878, 20m, 14075495, FT8, 2E1PAW, JO01NT, 223, 'Tx', KK4INZ, EL89SP, 291, -10
1756067802, 10m, 28074558, FT8, 2E0PLA, IO83VQ06VS, 223, 'Tx', SP8K, KO10DK, 269, -5
1756067834, 20m, 14074351, FT8, G8OO, JO02KS, 223, 'Tx', KQ4EFL, EM74TA, 291, -24
1756067849, 20m, 14075493, FT8, 2E1PAW, JO01NT, 223, 'Tx', HI3K, FK49PK, 72, -7
1756067850, 20m, 14075502, FT8, 2E1PAW, JO01NT, 223, 'Tx', JH2BJL, PM85KD, 339, -14
1756067847, 20m, 14075504, FT8, 2E1PAW, JO01NT, 223, 'Tx', VE3RCC, EN94WJ, 1, -11
1756067839, 20m, 14076243, FT8, G7SLB, IO92QH, 223, 'Tx', KA8DUX, EN72EU58, 291, -24
1756067819, 15m, 21075741, FT8, M1DBW, IO91CO, 223, 'Tx', DJ0MAB, JN49KN, 230, -21
1756067819, 15m, 21075220, FT8, M1CAV, IO93LL, 223, 'Tx', DJ0MAB, JN49KN, 230, -18
1756067520, 20m, 14075075, FT8, GB5FPS, IO93TK, 223, 'Tx', W2NNN, FN20RQ, 291, -12
1756067520, 20m, 14075016, FT8, M7LYG, IO93, 223, 'Tx', W2NNN, FN20RQ, 291, -14
1756067850, 40m, 7075165, FT8, G2KS, IO84FQ, 223, 'Tx', DL0PF, JN68RN16, 230, -13
1756067670, 15m, 21076034, FT8, G4DPZ, IO82XL72, 223, 'Tx', DN9DSF, JN59MU, 230, -9
1756067790, 15m, 21074988, FT8, G4SZD, IO94DR, 223, 'Tx', DN9DSF, JN59MU, 230, -14
1756067820, 20m, 14076238, FT8, G7SLB, IO92QH, 223, 'Tx', DN9DSF, JN59MU, 230, -13
1756067741, 10m, 28074500, FT8, 2E0PLA, IO83VQ06VS, 223, 'Tx', IU4AOY, JN54TU, 248, 3
1756067865, 20m, 14076229, FT8, 2E0MRK, IO91PP, 223, 'Tx', W9IRL, EN62DA, 291, -16
1756067700, 15m, 21075350, FT8, M0ILT, IO80MW, 223, 'Tx', UA3245SWL, KO85NT, 54, -14
1756067730, 40m, 7076100, FT8, M0KKB, JO01MG, 223, 'Tx', UA3245SWL, KO85NT, 54, 7
1756067760, 20m, 14074534, FT8, G7SLB, IO92QH, 223, 'Tx', UA3245SWL, KO85NT, 54, -1
1756067850, 20m, 14074734, FT8, G7RCQ, IO91KF, 223, 'Tx', UA3245SWL, KO85NT, 54, -12
1756067879, 20m, 14075494, FT8, 2E1PAW, JO01NT, 223, 'Tx', W5MRE, EM54RW83, 291, -24
1756067864, 20m, 14074345, FT8, G8OO, JO02KS, 223, 'Tx', KI0SX, EM17HS64, 291, -24
1756067625, 15m, 21076511, FT8, M0BEW, IO82RJ, 223, 'Tx', N5WXY, EM40DA44, 291, -15
1756067714, 15m, 21075361, FT8, M0ILT, IO80MW, 223, 'Tx', N5WXY, EM40DA44, 291, -11
1756067862, 20m, 14074355, FT8, G8OO, JO02KS, 223, 'Tx', K9EZ, FM03WW20, 291, -21
1756067730, 40m, 7076356, FT8, G1WFJ, IO82WM, 223, 'Tx', LY4PR, KO25VW, 146, -10
1756067730, 40m, 7076100, FT8, M0KKB, JO01MG, 223, 'Tx', LY4PR, KO25VW, 146, 12
1756067760, 20m, 14074534, FT8, G7SLB, IO92QH, 223, 'Tx', LY4PR, KO25VW, 146, -9
1756067805, 20m, 14075497, FT8, 2E1PAW, JO01NT, 223, 'Tx', LY4PR, KO25VW, 146, -6
1756067835, 20m, 14075063, FT8, G8IXM, JO02PP29, 223, 'Tx', LY4PR, KO25VW, 146, -12
1756067865, 20m, 14074626, FT8, M7HET, IO91JP, 223, 'Tx', KI4KC, EM66RG, 291, -18
1756067817, 20m, 14075495, FT8, 2E1PAW, JO01NT, 223, 'Tx', TA2CD, KN40PU, 390, -3
1756067821, 20m, 14075631, FT8, M7LYG, IO93, 223, 'Tx', TA2CD, KN40PU, 390, -14
1756067835, 20m, 14074225, FT8, G7IJI, IO92BK, 223, 'Tx', KM3T-3, FN42ET, 291, -17
1756067850, 20m, 14076414, FT8, G1OVA, IO93GM, 223, 'Tx', W9TMW, EN52JG33GK, 291, -24
1756067880, 20m, 14075512, FT8, 2E1PAW, JO01NT, 223, 'Tx', KA4RSZ, EM73US54, 291, -17
1756067877, 40m, 7074926, FT8, M0ABG, JO02SF, 223, 'Tx', F8ADY, JN05RR44, 227, 1
1756067876, 40m, 7074922, FT8, M0ABG, JO02SF, 223, 'Tx', MD0RTZ, IO74PC, 114, 2
1756067832, 15m, 21074993, FT8, G4SZD, IO94DR, 223, 'Tx', NQ3N, FM14KS54, 291, -14
1756067862, 15m, 21074992, FT8, G4SZD, IO94DR, 223, 'Tx', W9WLX, EN52XX, 291, -14
1756067775, 20m, 14074759, FT8, G7SLB, IO92QH, 223, 'Tx', S53M, JN86CR, 499, 7
1756067805, 40m, 7075160, FT8, G2KS, IO84FQ, 223, 'Tx', S53M, JN86CR, 499, 9
1756067805, 20m, 14074978, FT8, G8KHF, IO92KG, 223, 'Tx', S53M, JN86CR, 499, -3
1756067805, 20m, 14075109, FT8, GB5FPS, IO93TK, 223, 'Tx', S53M, JN86CR, 499, 13
1756067820, 20m, 14075720, FT8, 2E1PAW, JO01NT, 223, 'Tx', S53M, JN86CR, 499, 19
1756067820, 20m, 14076023, FT8, G7IJI, IO92BK, 223, 'Tx', S53M, JN86CR, 499, -6
1756067805, 20m, 14075497, FT8, 2E1PAW, JO01NT, 223, 'Tx', LY3HK, KO14WU, 146, 3
1756067805, 20m, 14075631, FT8, M7LYG, IO93, 223, 'Tx', LY3HK, KO14WU, 146, -10
1756067835, 20m, 14075063, FT8, G8IXM, JO02PP29, 223, 'Tx', LY3HK, KO14WU, 146, -13
1756067759, 20m, 14076402, FT8, G1OVA, IO93GM, 223, 'Tx', YL3NU, KO27BA, 145, -8
1756067759, 20m, 14074876, FT8, 2E0XDZ, IO91XC, 223, 'Tx', YL3NU, KO27BA, 145, -11
1756067774, 20m, 14074883, FT8, GB5FPS, IO93TK, 223, 'Tx', YL3NU, KO27BA, 145, -14
1756067774, 20m, 14077079, FT8, G8KVM, IO83WB, 223, 'Tx', YL3NU, KO27BA, 145, -5
1756067774, 20m, 14076215, FT8, 2E0MRK, IO91PP, 223, 'Tx', YL3NU, KO27BA, 145, -17
1756067804, 20m, 14074345, FT8, G8OO, JO02KS, 223, 'Tx', YL3NU, KO27BA, 145, -13
1756067804, 20m, 14074752, FT8, G8KHF, IO92KG, 223, 'Tx', YL3NU, KO27BA, 145, -16
1756067834, 20m, 14076239, FT8, G7SLB, IO92QH, 223, 'Tx', YL3NU, KO27BA, 145, -10
1756067849, 20m, 14075060, FT8, G8IXM, JO02PP29, 223, 'Tx', YL3NU, KO27BA, 145, -16
1756067850, 20m, 14075630, FT8, M7LYG, IO93, 223, 'Tx', YL3NU, KO27BA, 145, -14
1756067760, 20m, 14074534, FT8, G7SLB, IO92QH, 223, 'Tx', OX3HI, GP47PA, 237, -13
1756067851, 20m, 14075363, FT8, M7IJS, IO83LG, 223, 'Tx', NP2GG, FN31LU, 291, -17
1756067760, 20m, 14074534, FT8, G7SLB, IO92QH, 223, 'Tx', PE1RDP-KIWI, JO21QK, 263, -13
1756067835, 20m, 14076281, FT8, G7SLB, IO92QH, 223, 'Tx', IZ2GTS, JN45OL, 248, -10
1756067866, 20m, 14076266, FT8, 2E0MRK, IO91PP, 223, 'Tx', IZ2GTS, JN45OL, 248, -18
1756067745, 40m, 7075675, FT8, M0ABG, JO02SF, 223, 'Tx', HB9CJJ, JN47, 287, -11
1756067760, 20m, 14074534, FT8, G7SLB, IO92QH, 223, 'Tx', HB9CJJ, JN47, 287, -6
1756067805, 20m, 14075497, FT8, 2E1PAW, JO01NT, 223, 'Tx', HB9CJJ, JN47, 287, -9
1756067820, 20m, 14076176, FT8, G7SLB, IO92QH, 223, 'Tx', W3OA, EM95MN, 291, -14
1756067835, 20m, 14074206, FT8, G7IJI, IO92BK, 223, 'Tx', W3OA, EM95MN, 291, -7
1756067820, 20m, 14075495, FT8, 2E1PAW, JO01NT, 223, 'Tx', VK3ALF, QF22IC, 150, -24
1756067835, 15m, 21075804, FT8, M1CNX, IO92VW81, 223, 'Tx', G4IRN, IO82MO, 223, -24
1756067835, 20m, 14075499, FT8, 2E1PAW, JO01NT, 223, 'Tx', G4IRN, IO82MO, 223, -6
1756067835, 20m, 14074275, FT8, G7IJI, IO92BK, 223, 'Tx', G4IRN, IO82MO, 223, 0
1756067835, 20m, 14075491, FT8, 2E1PAW, JO01NT, 223, 'Tx', S50U, JN66WD, 499, -10
1756067850, 20m, 14076234, FT8, G7SLB, IO92QH, 223, 'Tx', S50U, JN66WD, 499, -14
1756067850, 40m, 7075045, FT8, G2KS, IO84FQ, 223, 'Tx', S50U, JN66WD, 499, 0
1756067850, 40m, 7075050, FT8, G2KS, IO84FQ, 223, 'Tx', G4IRN, IO82MO, 223, -1
1756067610, 15m, 21076567, FT8, M0BEW, IO82RJ, 223, 'Tx', 5B4AOE, KM64UX, 215, -5
1756067817, 20m, 14075500, FT8, 2E1PAW, JO01NT, 223, 'Tx', VK7ACE, QE38NJ, 150, -11
1756067626, 15m, 21076045, FT8, G4DPZ, IO82XL72, 223, 'Tx', LW2DZ, GF05RM, 100, -14
1756067626, 15m, 21074440, FT8, M0MLS, IO92AN, 223, 'Tx', LW2DZ, GF05RM, 100, -12
1756067717, 15m, 21075356, FT8, M0ILT, IO80MW, 223, 'Tx', LW2DZ, GF05RM, 100, -18
1756067759, 15m, 21075482, FT8, M0WRE, IO93CR, 223, 'Tx', LW2DZ, GF05RM, 100, -12
1756067759, 15m, 21075208, FT8, M1CAV, IO93LL, 223, 'Tx', LW2DZ, GF05RM, 100, -10
1756067760, 15m, 21075728, FT8, M1DBW, IO91CO, 223, 'Tx', LW2DZ, GF05RM, 100, -15
1756067760, 15m, 21076133, FT8, M0KYU, IO83VL, 223, 'Tx', LW2DZ, GF05RM, 100, -15
1756067774, 15m, 21075859, FT8, M7EJN, IO95FA, 223, 'Tx', LW2DZ, GF05RM, 100, -15
1756067806, 15m, 21074995, FT8, G4SZD, IO94DR, 223, 'Tx', LW2DZ, GF05RM, 100, -15
1756067880, 40m, 7074565, FT8, M7SZB, IO94FU, 223, 'Tx', PH1M, JO22GF, 263, -18
1756067594, 15m, 21074449, FT8, M0MLS, IO92AN, 223, 'Tx', TA1QQ, KN41IA, 390, -8
1756067669, 15m, 21075491, FT8, M0WRE, IO93CR, 223, 'Tx', TA1QQ, KN41IA, 390, -9
1756067699, 15m, 21075738, FT8, M1DBW, IO91CO, 223, 'Tx', TA1QQ, KN41IA, 390, -14
1756067699, 15m, 21075811, FT8, M1CNX, IO92VW81, 223, 'Tx', TA1QQ, KN41IA, 390, -9
1756067744, 15m, 21074814, FT8, M0PMI, IO82UE, 223, 'Tx', TA1QQ, KN41IA, 390, -14
1756067880, 20m, 14076427, FT8, G1OVA, IO93GM, 223, 'Tx', DN4TG, JO52IJ, 230, -18
1756067669, 20m, 14074447, FT8, M0TML, IO83WJ, 223, 'Tx', JJ2EEN, PM84RS, 339, -18
1756067802, 15m, 21076484, FT8, M0BEW, IO82RJ, 223, 'Tx', YY4PPC, FK60AF, 148, 2
1756067862, 15m, 21075839, FT8, M7EJN, IO95FA, 223, 'Tx', YY4PPC, FK60AF, 148, -21
1756067862, 20m, 14076238, FT8, G7SLB, IO92QH, 223, 'Tx', OE9DAI, JN47WC, 206, -11
1756067835, 15m, 21075740, FT8, M1CNX, IO92VW81, 223, 'Tx', K9LC, EN52MG, 291, -21
1756067835, 20m, 14074232, FT8, G7IJI, IO92BK, 223, 'Tx', K9LC, EN52MG, 291, -14
1756067846, 10m, 28074688, FT8, G4KVI, IO81SG18, 223, 'Tx', DN9WHV, JO43BM, 230, -20
1756067550, 20m, 14074943, FT8, GB5FPS, IO93TK, 223, 'Tx', DL0PF, JN68RN16, 230, -14
1756067610, 15m, 21076587, FT8, M0BEW, IO82RJ, 223, 'Tx', DL0PF, JN68RN16, 230, -2
1756067610, 20m, 14076272, FT8, 2E0MRK, IO91PP, 223, 'Tx', DL0PF, JN68RN16, 230, -20
1756067610, 20m, 14074812, FT8, G8KHF, IO92KG, 223, 'Tx', DL0PF, JN68RN16, 230, -6
1756067640, 40m, 7075710, FT8, M0OAU, IO83NI, 223, 'Tx', DL0PF, JN68RN16, 230, -6
1756067640, 20m, 14076461, FT8, ME0ITC, IO82, 223, 'Tx', DL0PF, JN68RN16, 230, 1
1756067730, 15m, 21075438, FT8, M0ILT, IO80MW, 223, 'Tx', DL0PF, JN68RN16, 230, -17
1756067745, 15m, 21075884, FT8, M1CNX, IO92VW81, 223, 'Tx', DL0PF, JN68RN16, 230, -22
1756067760, 20m, 14074593, FT8, G7SLB, IO92QH, 223, 'Tx', DL0PF, JN68RN16, 230, -12
1756067760, 80m, 3575468, FT8, 2E0LMA, IO81VR57NN, 223, 'Tx', DL0PF, JN68RN16, 230, -9
1756067819, 20m, 14075809, FT8, G7IJI, IO92BK, 223, 'Tx', PP2RON, GH53JG, 108, -18
1756067848, 20m, 14075508, FT8, 2E1PAW, JO01NT, 223, 'Tx', PP2RON, GH53JG, 108, -13
1756067805, 20m, 14075857, FT8, G7IJI, IO92BK, 223, 'Tx', DL0PF, JN68RN16, 230, 0
1756067805, 20m, 14075554, FT8, 2E1PAW, JO01NT, 223, 'Tx', DL0PF, JN68RN16, 230, -7
1756067843, 20m, 14074736, FT8, G7RCQ, IO91KF, 223, 'Tx', YO2CPS, KN15KU, 275, -17
1756067853, 20m, 14075364, FT8, M7IJS, IO83LG, 223, 'Tx', YO2CPS, KN15KU, 275, -19
1756067625, 40m, 7075494, FT8, M7MDB, IO80HU, 223, 'Tx', EI9IEB, IO52QK, 245, -12
1756067654, 40m, 7075680, FT8, M0OAU, IO83NI, 223, 'Tx', EI9IEB, IO52QK, 245, -1
1756067862, 20m, 14074345, FT8, G8OO, JO02KS, 223, 'Tx', F5VMH, JN08QR27, 227, -19
1756067862, 20m, 14074344, FT8, G8OO, JO02KS, 223, 'Tx', KE9AEK, EN64AK, 291, -18
1756067700, 15m, 21075349, FT8, M0ILT, IO80MW, 223, 'Tx', N2YCH, FN31JG, 291, -31
1756067715, 15m, 21075721, FT8, M1DBW, IO91CO, 223, 'Tx', N2YCH, FN31JG, 291, -26
1756067760, 15m, 21075852, FT8, M7EJN, IO95FA, 223, 'Tx', N2YCH, FN31JG, 291, -27
1756067835, 20m, 14075497, FT8, 2E1PAW, JO01NT, 223, 'Tx', N2YCH, FN31JG, 291, -16
1756067820, 20m, 14074754, FT8, G7RCQ, IO91KF, 223, 'Tx', CT1EYQ, IM58OB, 272, -13
1756067640, 40m, 7075685, FT8, M0OAU, IO83NI, 223, 'Tx', PE0F, JO21TU87, 263, -19
1756067849, 15m, 21076276, FT8, M0JUE, IO82WN, 223, 'Tx', TA2NEH, KN40NW, 390, -13
1756067835, 20m, 14075967, FT8, M7LYG, IO93, 223, 'Tx', S54L, JN75FV, 499, -6
1756067850, 40m, 7075057, FT8, G2KS, IO84FQ, 223, 'Tx', CT1EYQ, IM58OB, 272, 7
1756067757, 15m, 21075798, FT8, M1CNX, IO92VW81, 223, 'Tx', KD4YLQ, FM05KV28, 291, -19
1756067866, 20m, 14074734, FT8, G7RCQ, IO91KF, 223, 'Tx', PY4CZ, GG78LS, 108, -14
1756067864, 20m, 14074902, FT8, GB5FPS, IO93TK, 223, 'Tx', AC3RA, FN00DL, 291, -16
1756067817, 20m, 14075495, FT8, 2E1PAW, JO01NT, 223, 'Tx', A71AH, LL55SH, 376, -7
1756067847, 20m, 14076404, FT8, G1OVA, IO93GM, 223, 'Tx', A71AH, LL55SH, 376, -14
1756067626, 20m, 14074351, FT8, G8OO, JO02KS, 223, 'Tx', CX7RH, GF25MC, 144, -17
1756067819, 20m, 14075500, FT8, 2E1PAW, JO01NT, 223, 'Tx', CX7RH, GF25MC, 144, -18
1756067774, 15m, 21075859, FT8, M7EJN, IO95FA, 223, 'Tx', WV9L, EM59IM84, 291, -24
1756067850, 20m, 14076178, FT8, G7SLB, IO92QH, 223, 'Tx', DK6GER, JO43UG, 230, -13
1756067774, 20m, 14075898, FT8, GB5FPS, IO93TK, 223, 'Tx', K3ABE, EL88SW, 291, -17
1756067862, 10m, 28075833, FT8, M1TZR, IO83WK, 223, 'Tx', DJ0CC, JN58AG, 230, -23
1756067862, 15m, 21074997, FT8, G4SZD, IO94DR, 223, 'Tx', EA3GIW, JN11BJ, 281, -13
1756067862, 20m, 14076269, FT8, G7SLB, IO92QH, 223, 'Tx', IZ5MJO, JN53NO, 248, 6
1756067862, 20m, 14074884, FT8, GB5FPS, IO93TK, 223, 'Tx', KQ4WIQ, EM94AB, 291, -10
1756067864, 20m, 14077080, FT8, G8KVM, IO83WB, 223, 'Tx', KQ4WIQ, EM94AB, 291, -17
1756067757, 15m, 21076126, FT8, M0KYU, IO83VL, 223, 'Tx', TA2VUZ, KM59FS, 390, 5
1756067816, 20m, 14075777, FT8, 2E1PAW, JO01NT, 223, 'Tx', EB4HDM, IN80BN, 281, 2
1756067817, 20m, 14076080, FT8, G7IJI, IO92BK, 223, 'Tx', EB4HDM, IN80BN, 281, -11
1756067817, 20m, 14075915, FT8, M7LYG, IO93, 223, 'Tx', EB4HDM, IN80BN, 281, -8
1756067849, 20m, 14076414, FT8, G1OVA, IO93GM, 223, 'Tx', VE2GSO, FN58SL17, 1, -23
1756067861, 20m, 14076250, FT8, G7SLB, IO92QH, 223, 'Tx', VE2GSO, FN58SL17, 1, -3
1756067864, 20m, 14074764, FT8, G8KHF, IO92KG, 223, 'Tx', VE2GSO, FN58SL17, 1, -19
1756067862, 20m, 14076241, FT8, G7SLB, IO92QH, 223, 'Tx', KZ4JN, EL89XT, 291, -24
1756067817, 20m, 14075495, FT8, 2E1PAW, JO01NT, 223, 'Tx', DF2US, JN49HH, 230, -6
1756067862, 20m, 14074628, FT8, M7HET, IO91JP, 223, 'Tx', DF2US, JN49HH, 230, -9
1756067872, 20m, 14074643, FT8, M7HET, IO91JP, 223, 'Tx', KD3GC, EM83BT, 291, -17
1756067876, 20m, 14074362, FT8, G8OO, JO02KS, 223, 'Tx', KD3GC, EM83BT, 291, -14
1756067836, 20m, 14074734, FT8, G7RCQ, IO91KF, 223, 'Tx', LZ4UX, KN23TB48, 212, -20
1756067847, 15m, 21075194, FT8, M1CAV, IO93LL, 223, 'Tx', KQ4VWI, FM05LG, 291, -14
1756067802, 20m, 14074531, FT8, G7SLB, IO92QH, 223, 'Tx', DK1RWR, JO31OF, 230, -18
1756067817, 20m, 14075495, FT8, 2E1PAW, JO01NT, 223, 'Tx', N2HJ, FN30OT, 291, -10
1756067849, 15m, 21075216, FT8, M1CAV, IO93LL, 223, 'Tx', KN5X, EM10DR, 291, -22
1756067866, 15m, 21075003, FT8, G4SZD, IO94DR, 223, 'Tx', KN5X, EM10DR, 291, -22
1756067805, 20m, 14075830, FT8, G7IJI, IO92BK, 223, 'Tx', VE3EID, FN05GK, 1, -10
1756067864, 20m, 14074630, FT8, M7HET, IO91JP, 223, 'Tx', OE8HXK, JN76DM, 206, 21
1756067850, 20m, 14076272, FT8, G7SLB, IO92QH, 223, 'Tx', VE3EID, FN05GK, 1, -12
1756067864, 15m, 21074985, FT8, G4SZD, IO94DR, 223, 'Tx', K4RW, EM92RX, 291, -12
1756067835, 20m, 14074318, FT8, G7IJI, IO92BK, 223, 'Tx', K1RA, FM18CR, 291, -9
1756067879, 15m, 21075729, FT8, M1DBW, IO91CO, 223, 'Tx', DO5GSH, JO31JG96, 230, -24
1756067832, 20m, 14074743, FT8, G7RCQ, IO91KF, 223, 'Tx', W2CG, FN20ON, 291, -14
1756067640, 40m, 7075689, FT8, M0OAU, IO83NI, 223, 'Tx', PA3KLZ, JO21AI, 263, -8
1756067730, 40m, 7075501, FT8, M7MDB, IO80HU, 223, 'Tx', PA3KLZ, JO21AI, 263, -15
1756067847, 15m, 21075722, FT8, M1DBW, IO91CO, 223, 'Tx', KK2I, FN03NA50, 291, -16
1756067862, 20m, 14074627, FT8, M7HET, IO91JP, 223, 'Tx', KZ4AF, EM93TV, 291, -24
1756067862, 20m, 14074345, FT8, G8OO, JO02KS, 223, 'Tx', KZ4AF, EM93TV, 291, -24
1756067655, 20m, 14076274, FT8, G6DXY, IO91VU, 223, 'Tx', KE5HDE, FN12XV18MR, 291, -16
1756067715, 15m, 21075373, FT8, M0ILT, IO80MW, 223, 'Tx', KE5HDE, FN12XV18MR, 291, -14
1756067831, 20m, 14076239, FT8, G7SLB, IO92QH, 223, 'Tx', N6JWN, FM18JT42, 291, -10
1756067835, 15m, 21075013, FT8, G4SZD, IO94DR, 223, 'Tx', SA4CFJ, JP71HD, 284, -14
1756067817, 20m, 14075525, FT8, 2E1PAW, JO01NT, 223, 'Tx', OH2AWG, KP20NL, 224, -1
1756067817, 20m, 14075828, FT8, G7IJI, IO92BK, 223, 'Tx', OH2AWG, KP20NL, 224, -10
1756067877, 20m, 14075662, FT8, M7LYG, IO93, 223, 'Tx', OH2AWG, KP20NL, 224, -10
1756067822, 20m, 14075797, FT8, G7IJI, IO92BK, 223, 'Tx', N2NFG, FN30EU, 291, -14
1756067822, 20m, 14075632, FT8, M7LYG, IO93, 223, 'Tx', N2NFG, FN30EU, 291, -18
1756067822, 20m, 14075495, FT8, 2E1PAW, JO01NT, 223, 'Tx', N2NFG, FN30EU, 291, -16
1756067847, 20m, 14075496, FT8, 2E1PAW, JO01NT, 223, 'Tx', OK1TRJ, JN79MD, 503, -1
1756067835, 20m, 14074269, FT8, G7IJI, IO92BK, 223, 'Tx', K1RA-PI, FM18CR, 291, -12
1756067805, 20m, 14075497, FT8, 2E1PAW, JO01NT, 223, 'Tx', OE5EAN, JN68XD, 206, -9
1756067864, 20m, 14074760, FT8, G8KHF, IO92KG, 223, 'Tx', NE3Z, FM18FG, 291, -16
1756067850, 40m, 7075125, FT8, G2KS, IO84FQ, 223, 'Tx', LB9KJ, JO29QJ, 266, 10
1756067851, 10m, 28074701, FT8, G4KVI, IO81SG18, 223, 'Tx', IU2TUL, JN45MN, 248, -7
1756067639, 20m, 14074458, FT8, M0TML, IO83WJ, 223, 'Tx', UB6D, KN95LO38, 54, -10
1756067759, 20m, 14075071, FT8, G8IXM, JO02PP29, 223, 'Tx', UB6D, KN95LO38, 54, -18
1756067774, 20m, 14074545, FT8, G7SLB, IO92QH, 223, 'Tx', UB6D, KN95LO38, 54, -3
1756067774, 20m, 14076226, FT8, 2E0MRK, IO91PP, 223, 'Tx', UB6D, KN95LO38, 54, -8
1756067819, 20m, 14075808, FT8, G7IJI, IO92BK, 223, 'Tx', UB6D, KN95LO38, 54, -13
1756067834, 20m, 14074744, FT8, G7RCQ, IO91KF, 223, 'Tx', UB6D, KN95LO38, 54, -9
1756067879, 20m, 14075642, FT8, M7LYG, IO93, 223, 'Tx', UB6D, KN95LO38, 54, -15
1756067838, 20m, 14076239, FT8, G7SLB, IO92QH, 223, 'Tx', WE3J, EM97KI86, 291, -22
1756067850, 40m, 7075049, FT8, G2KS, IO84FQ, 223, 'Tx', LZ4UX, KN23TB48, 212, 2
1756067854, 20m, 14075631, FT8, M7LYG, IO93, 223, 'Tx', DK3XX, JO43UN, 230, -9
1756067654, 20m, 14074607, FT8, M7HET, IO91JP, 223, 'Tx', EU6ABD, KO35KD, 27, -20
1756067744, 20m, 14074326, FT8, G8OO, JO02KS, 223, 'Tx', EU6ABD, KO35KD, 27, -12
1756067851, 20m, 14075495, FT8, 2E1PAW, JO01NT, 223, 'Tx', KE2BDV, FN12IV61, 291, -18
1756067863, 20m, 14074627, FT8, M7HET, IO91JP, 223, 'Tx', KE2BDV, FN12IV61, 291, -18
1756067850, 20m, 14074734, FT8, G7RCQ, IO91KF, 223, 'Tx', SM7IUN, JO65MR, 284, -14
1756067850, 40m, 7075048, FT8, G2KS, IO84FQ, 223, 'Tx', SM7IUN, JO65MR, 284, 11
1756067850, 20m, 14076151, FT8, 2E0MRK, IO91PP, 223, 'Tx', W1NT-6, FN42LU, 291, -9
1756067879, 20m, 14075495, FT8, 2E1PAW, JO01NT, 223, 'Tx', WK2H, FN34GL, 291, -11
1756067714, 15m, 21074432, FT8, M0MLS, IO92AN, 223, 'Tx', HB9BUN, JN47GN28, 287, 0
1756067714, 15m, 21075348, FT8, M0ILT, IO80MW, 223, 'Tx', HB9BUN, JN47GN28, 287, 0
1756067623, 15m, 21076498, FT8, M0BEW, IO82RJ, 223, 'Tx', HB9BUN, JN47GN28, 287, 0
1756067728, 15m, 21075474, FT8, M0WRE, IO93CR, 223, 'Tx', HB9BUN, JN47GN28, 287, 2
1756067728, 15m, 21076125, FT8, M0KYU, IO83VL, 223, 'Tx', HB9BUN, JN47GN28, 287, -2
1756067744, 15m, 21074797, FT8, M0PMI, IO82UE, 223, 'Tx', HB9BUN, JN47GN28, 287, -10
1756067759, 15m, 21075794, FT8, M1CNX, IO92VW81, 223, 'Tx', HB9BUN, JN47GN28, 287, -9
1756067803, 15m, 21074989, FT8, G4SZD, IO94DR, 223, 'Tx', HB9BUN, JN47GN28, 287, 0
