1756071435, 15m, 21075789, FT8, M0BSI, IO70IC74, 223, 'Tx', EB1HYS, IN82MQ64, 281, 0
1756071447, 15m, 21075512, FT8, M7EIN, IO92JI, 223, 'Tx', EB1HYS, IN82MQ64, 281, -7
1756071447, 15m, 21076076, FT8, M1DBW, IO91CO, 223, 'Tx', K6SP, CM98LM, 291, -17
1756071446, 20m, 14074731, FT8, G0VDE, JO02BF, 223, 'Tx', F4JQH, JN12KM, 227, 7
1756071210, 40m, 7076100, FT8, M0KKB, JO01MG, 223, 'Tx', IZ0FKE, JN61FW, 248, -8
1756071225, 40m, 7074495, FT8, G0CGD, IO83NF, 223, 'Tx', IZ0FKE, JN61FW, 248, -16
1756071420, 40m, 7075380, FT8, M0XJA, IO82SP, 223, 'Tx', IZ0FKE, JN61FW, 248, -16
1756071421, 20m, 14074733, FT8, G0VDE, JO02BF, 223, 'Tx', K9ETE, EN53SH64, 291, -24
1756071402, 15m, 21075806, FT8, M0BSI, IO70IC74, 223, 'Tx', K3TEF, FN10UD, 291, -5
1756071417, 15m, 21075528, FT8, M7EIN, IO92JI, 223, 'Tx', K3TEF, FN10UD, 291, -2
1756071357, 20m, 14075061, FT8, M7SUZ, IO92OA, 223, 'Tx', YO2LPI, KN05OQ, 275, -20
1756071417, 20m, 14074740, FT8, G0VDE, JO02BF, 223, 'Tx', YO2LPI, KN05OQ, 275, -4
1756071417, 20m, 14076115, FT8, G0BIX, JO01GI, 223, 'Tx', AC4MG, EM73PL, 291, -20
1756071419, 20m, 14076116, FT8, G0BIX, JO01GI, 223, 'Tx', K4DGH, EN71IB, 291, -24
1756071417, 20m, 14076117, FT8, G0BIX, JO01GI, 223, 'Tx', AC1BC, FN42LH, 291, -21
1756071405, 80m, 3573755, FT8, G7KHF, IO94HU, 223, 'Tx', LB9KJ, JO29QJ, 266, 0
1756071417, 20m, 14076114, FT8, G0BIX, JO01GI, 223, 'Tx', W4HD, EM55BD, 291, -16
1756071432, 20m, 14075696, FT8, M6FPW, IO92QH, 223, 'Tx', W4HD, EM55BD, 291, -14
1756071417, 20m, 14076115, FT8, G0BIX, JO01GI, 223, 'Tx', N4RTL, EL98RB29, 291, -17
1756071417, 20m, 14076124, FT8, G0BIX, JO01GI, 223, 'Tx', KE9CK, EN60NI, 291, -21
1756071432, 40m, 7075380, FT8, M0XJA, IO82SP, 223, 'Tx', R3PLN, KO83TO, 54, -18
1756071417, 20m, 14076115, FT8, G0BIX, JO01GI, 223, 'Tx', V31DL, EK57NF, 66, -12
1756071360, 20m, 14076268, FT8, M7DJX, IO90WT, 223, 'Tx', OH2AWG, KP20NL, 224, -19
1756071416, 20m, 14074764, FT8, G0VDE, JO02BF, 223, 'Tx', OH2AWG, KP20NL, 224, -13
1756071417, 20m, 14076146, FT8, G0BIX, JO01GI, 223, 'Tx', OH2AWG, KP20NL, 224, -9
1756071417, 15m, 21075508, FT8, M7EIN, IO92JI, 223, 'Tx', VE3EIB, EN93TI31, 1, -10
1756071447, 20m, 14074755, FT8, G0VDE, JO02BF, 223, 'Tx', K1RAH, FN54DT, 291, -18
1756071431, 40m, 7075381, FT8, M0XJA, IO82SP, 223, 'Tx', DL1BJL, JO33OI, 230, 4
1756071447, 20m, 14074734, FT8, G0VDE, JO02BF, 223, 'Tx', KD9PML, EN53TC91, 291, -20
1756071417, 15m, 21074868, FT8, M0TML, IO83WJ, 223, 'Tx', LU3AAK, GF05SK, 100, -11
1756071417, 15m, 21075612, FT8, M0ABG, JO02SF, 223, 'Tx', LU3AAK, GF05SK, 100, -21
1756071423, 20m, 14076253, FT8, M7DJX, IO90WT, 223, 'Tx', KD3GC, EM83BT, 291, -22
1756071447, 20m, 14076115, FT8, G0BIX, JO01GI, 223, 'Tx', VE3DKR, EN94OE12, 1, -7
1756071401, 2m, 144176402, FT8, G8BCG, IO70RK, 223, 'Tx', G7RAU, IN79JX55, 223, 24
1756071420, 40m, 7075380, FT8, M0XJA, IO82SP, 223, 'Tx', HB9TMC, JN46LJ, 287, -2
1756071416, 20m, 14076137, FT8, G0BIX, JO01GI, 223, 'Tx', VA2KFF, FN57FT, 1, -15
1756071447, 20m, 14076178, FT8, M7PTX, IO93GI, 223, 'Tx', VA2KFF, FN57FT, 1, -24
1756071417, 20m, 14074730, FT8, G0VDE, JO02BF, 223, 'Tx', SQ9ANB, JO90VD, 269, -16
1756071447, 15m, 21074862, FT8, M0TML, IO83WJ, 223, 'Tx', NS9I, EN64AS53KK, 291, -5
1756071447, 20m, 14076117, FT8, G0BIX, JO01GI, 223, 'Tx', WA0JGT, EN34GC, 291, -7
1756071447, 20m, 14074733, FT8, G0VDE, JO02BF, 223, 'Tx', N1PJT, FN42HW94DM, 291, -20
1756071447, 20m, 14076020, FT8, M1EAS, IO83WJ, 223, 'Tx', N1PJT, FN42HW94DM, 291, -24
1756071417, 20m, 14076144, FT8, G0BIX, JO01GI, 223, 'Tx', KF4JHG, EL97UB74, 291, -16
1756071417, 20m, 14074738, FT8, G0VDE, JO02BF, 223, 'Tx', OH7NW, KP43CD, 224, -11
1756071448, 20m, 14076020, FT8, M1EAS, IO83WJ, 223, 'Tx', K2SAB, FN11LG, 291, -13
1756071403, 15m, 21075605, FT8, M0ABG, JO02SF, 223, 'Tx', KD2M, EL87SG27, 291, -15
1756071405, 20m, 14074731, FT8, G0VDE, JO02BF, 223, 'Tx', RN4WA, LO66PU, 54, -20
1756071446, 20m, 14076024, FT8, M1EAS, IO83WJ, 223, 'Tx', IW3BYL, JN56NC51, 248, 8
1756071432, 40m, 7075397, FT8, M0XJA, IO82SP, 223, 'Tx', G6DDX, JO02FS, 223, -4
1756071434, 20m, 14074423, FT8, G8KHF, IO92KG, 223, 'Tx', KL7NW, EN21AC74, 291, -22
1756071447, 20m, 14074733, FT8, G0VDE, JO02BF, 223, 'Tx', KL7NW, EN21AC74, 291, -24
1756071449, 20m, 14076401, FT8, GB2FL, IO92, 223, 'Tx', KL7NW, EN21AC74, 291, -11
1756071418, 15m, 21075511, FT8, M7EIN, IO92JI, 223, 'Tx', EA5JUX, IM97PP, 281, -12
1756071419, 15m, 21075513, FT8, M7EIN, IO92JI, 223, 'Tx', W4SIJ, FM18ES, 291, -19
1756071434, 40m, 7075418, FT8, M0XJA, IO82SP, 223, 'Tx', G0PDR, IO81WW, 223, -15
1756071417, 20m, 14074719, FT8, G0VDE, JO02BF, 223, 'Tx', EA1GCB, IN73DM68, 281, -12
1756071447, 20m, 14076101, FT8, G0BIX, JO01GI, 223, 'Tx', EA1GCB, IN73DM68, 281, -6
1756071405, 20m, 14076139, FT8, G0BIX, JO01GI, 223, 'Tx', KM3T, FN42ET, 291, -7
1756071405, 20m, 14074759, FT8, G0VDE, JO02BF, 223, 'Tx', KM3T, FN42ET, 291, -18
1756071420, 20m, 14074450, FT8, G8KHF, IO92KG, 223, 'Tx', KM3T, FN42ET, 291, -13
1756071105, 20m, 14076258, FT8, M3BWF, IO91DP, 223, 'Tx', FN41RY, FN41KS, 227, -24
1756071150, 20m, 14076463, FT8, 2E0LMA, IO81VR57NN, 223, 'Tx', FN41RY, FN41KS, 227, -13
1756071240, 20m, 14075915, FT8, M7DJX, IO90WT, 223, 'Tx', FN41RY, FN41KS, 227, -24
1756071405, 20m, 14076127, FT8, G0BIX, JO01GI, 223, 'Tx', FN41RY, FN41KS, 227, -23
1756071405, 20m, 14076413, FT8, GB2FL, IO92, 223, 'Tx', FN41RY, FN41KS, 227, -12
1756071405, 20m, 14074745, FT8, G0VDE, JO02BF, 223, 'Tx', FN41RY, FN41KS, 227, -17
1756071315, 80m, 3573950, FT8, G4CBZ, IO90XT, 223, 'Tx', DL8EBM, JN58SC, 230, -13
1756071405, 20m, 14076116, FT8, G0BIX, JO01GI, 223, 'Tx', DL8EBM, JN58SC, 230, -14
1756071420, 40m, 7075378, FT8, M0XJA, IO82SP, 223, 'Tx', DL8EBM, JN58SC, 230, -12
1756071419, 15m, 21075525, FT8, M7EIN, IO92JI, 223, 'Tx', KD2NOM, FN20TI, 291, -13
1756071449, 15m, 21075619, FT8, M0ABG, JO02SF, 223, 'Tx', KD2NOM, FN20TI, 291, -17
1756071405, 20m, 14076077, FT8, G0BIX, JO01GI, 223, 'Tx', K9LC, EN52MG, 291, -20
1756071450, 20m, 14076118, FT8, G0BIX, JO01GI, 223, 'Tx', JH1HRJ, QM05DH, 339, -22
1756071389, 15m, 21075144, FT8, M0TML, IO83WJ, 223, 'Tx', KD8SKZ, EN90QK, 291, -23
1756071447, 15m, 21075518, FT8, M7EIN, IO92JI, 223, 'Tx', KD8SKZ, EN90QK, 291, -16
1756071447, 15m, 21075535, FT8, M7EIN, IO92JI, 223, 'Tx', K0EOO, EN34IQ72CV, 291, -7
1756071416, 20m, 14076115, FT8, G0BIX, JO01GI, 223, 'Tx', WB4KDI, EM63PJ, 291, -14
1756071431, 40m, 7075381, FT8, M0XJA, IO82SP, 223, 'Tx', LA5PY, JO48EF, 266, -4
1756071417, 20m, 14076122, FT8, G0BIX, JO01GI, 223, 'Tx', KC0MFW, EN21TB62, 291, -16
1756071450, 20m, 14074741, FT8, G0VDE, JO02BF, 223, 'Tx', KC0MFW, EN21TB62, 291, -23
1756071446, 40m, 7074291, FT8, G7IJI, IO92BK, 223, 'Tx', F5RRS, JN36EB44, 227, -6
1756071447, 20m, 14074738, FT8, G0VDE, JO02BF, 223, 'Tx', KB2M, FM29KS, 291, -21
1756071431, 40m, 7075383, FT8, M0XJA, IO82SP, 223, 'Tx', F1TRF, JN39CC58, 227, -1
1756071447, 20m, 14074734, FT8, G0VDE, JO02BF, 223, 'Tx', KC3WRH, FM19TM, 291, 4
1756071452, 20m, 14074767, FT8, G0VDE, JO02BF, 223, 'Tx', KC8YOM, EM79QD, 291, -23
1756071449, 15m, 21075601, FT8, M0ABG, JO02SF, 223, 'Tx', K8JDC, EM79XS12TK, 291, -10
1756071435, 20m, 14076237, FT8, M7DJX, IO90WT, 223, 'Tx', WE3J, EM97KI86, 291, -22
1756071450, 20m, 14074733, FT8, G0VDE, JO02BF, 223, 'Tx', WE3J, EM97KI86, 291, -17
1756071447, 40m, 7075619, FT8, M0SWP, IO91VM, 223, 'Tx', F4VTR, JN25PU, 227, -13
1756071447, 40m, 7074276, FT8, G7IJI, IO92BK, 223, 'Tx', F4VTR, JN25PU, 227, -9
1756071180, 40m, 7076095, FT8, M0KKB, JO01MG, 223, 'Tx', DD7MB, JN59NK, 230, -15
1756071225, 40m, 7074491, FT8, G0CGD, IO83NF, 223, 'Tx', DD7MB, JN59NK, 230, -22
1756071255, 40m, 7076140, FT8, M0SLI, JO02, 223, 'Tx', DD7MB, JN59NK, 230, -11
1756071240, 40m, 7075971, FT8, 2E0MRK, IO91PP, 223, 'Tx', DG1GAC, JN68BM, 230, -21
1756071285, 40m, 7075955, FT8, M0SLI, JO02, 223, 'Tx', DG1GAC, JN68BM, 230, -21
1756071405, 20m, 14076408, FT8, GB2FL, IO92, 223, 'Tx', HA8TKS, JN96UV18, 239, -6
1756071446, 15m, 21075528, FT8, M7EIN, IO92JI, 223, 'Tx', EB5FMC, IN80WG, 281, -13
1756071446, 15m, 21075622, FT8, M0ABG, JO02SF, 223, 'Tx', EB5FMC, IN80WG, 281, -10
1756071373, 2m, 144175196, FT8, M1CAV, IO93LL, 223, 'Tx', G7HMV, IO91UU, 223, -14
1756071419, 20m, 14076400, FT8, GB2FL, IO92, 223, 'Tx', KT4TB, FM06SH, 291, -18
1756071420, 20m, 14074732, FT8, G0VDE, JO02BF, 223, 'Tx', KT4TB, FM06SH, 291, -19
1756071454, 20m, 14076125, FT8, G0BIX, JO01GI, 223, 'Tx', VK3OA, QF01TQ, 150, -18
1756071447, 20m, 14074742, FT8, G0VDE, JO02BF, 223, 'Tx', KF0PPQ, EM28SW, 291, -23
1756071417, 20m, 14076119, FT8, G0BIX, JO01GI, 223, 'Tx', LZ2EW, KN13SE58, 212, 0
1756071417, 20m, 14074738, FT8, G0VDE, JO02BF, 223, 'Tx', LZ2EW, KN13SE58, 212, -10
1756071449, 15m, 21076084, FT8, M0KYU, IO83VL, 223, 'Tx', KC8RFE, EN50UC, 291, -23
1756071431, 40m, 7075386, FT8, M0XJA, IO82SP, 223, 'Tx', G4HUN, JO02VL, 223, -4
1756071447, 15m, 21075558, FT8, M7EIN, IO92JI, 223, 'Tx', VE5SR, DO91AU, 1, -16
1756071211, 40m, 7075969, FT8, 2E0MRK, IO91PP, 223, 'Tx', EA4IIE, IN80BL, 281, -14
1756071376, 80m, 3573950, FT8, G4CBZ, IO90XT, 223, 'Tx', EA4IIE, IN80BL, 281, -11
1756071405, 20m, 14076116, FT8, G0BIX, JO01GI, 223, 'Tx', EA4IIE, IN80BL, 281, -13
1756071446, 20m, 14076146, FT8, G0BIX, JO01GI, 223, 'Tx', IS0BPX, JN40DN, 225, -2
1756071449, 20m, 14076079, FT8, M1EAS, IO83WJ, 223, 'Tx', OJ0G, JP90NH, 167, -17
1756071446, 20m, 14076400, FT8, GB2FL, IO92, 223, 'Tx', KA9MJT, EN35EB, 291, -4
1756071450, 20m, 14074801, FT8, G0VDE, JO02BF, 223, 'Tx', W9JSB, EN82DK, 291, -24
1756071120, 15m, 21075802, FT8, M0BSI, IO70IC74, 223, 'Tx', F21828, JN23QH, 227, -13
1756071164, 20m, 14076463, FT8, 2E0LMA, IO81VR57NN, 223, 'Tx', AA0KW, EN42FB02OD, 291, -18
1756071419, 20m, 14076126, FT8, G0BIX, JO01GI, 223, 'Tx', AA0KW, EN42FB02OD, 291, -25
1756071447, 20m, 14076114, FT8, G0BIX, JO01GI, 223, 'Tx', UN7EG, MO52CW24, 130, -13
1756071449, 20m, 14076154, FT8, M7PTX, IO93GI, 223, 'Tx', UN7EG, MO52CW24, 130, -19
1756071435, 15m, 21019782, FT8, M0BSI, IO70IC74, 223, 'Tx', KC9RNK, EN61DR00, 291, -18
1756071450, 15m, 21075559, FT8, M0ABG, JO02SF, 223, 'Tx', K0WWX, DM79LW, 291, -16
1756071105, 20m, 14076439, FT8, M3BWF, IO91DP, 223, 'Tx', W2NNN, FN20RQ, 291, -16
1756071120, 15m, 21076080, FT8, M0BSI, IO70IC74, 223, 'Tx', W2NNN, FN20RQ, 291, -19
1756071287, 40m, 7075953, FT8, M0SLI, JO02, 223, 'Tx', OH5AE, KP30FR, 224, -6
1756071378, 80m, 3573950, FT8, G4CBZ, IO90XT, 223, 'Tx', OH5AE, KP30FR, 224, -9
1756071420, 40m, 7075381, FT8, M0XJA, IO82SP, 223, 'Tx', OH5AE, KP30FR, 224, -8
1756071450, 15m, 21074861, FT8, M0TML, IO83WJ, 223, 'Tx', K5ENG, EL29ER32, 291, -20
1756071405, 80m, 3573950, FT8, G4CBZ, IO90XT, 223, 'Tx', SDR-JN69BA, JN69BA, 284, -10
1756071432, 40m, 7075378, FT8, M0XJA, IO82SP, 223, 'Tx', LA4PM, JP54HG, 266, 5
1756071432, 20m, 14074415, FT8, G8KHF, IO92KG, 223, 'Tx', KB1NWM, FN54VJ41, 291, -15
1756071419, 20m, 14076151, FT8, G0BIX, JO01GI, 223, 'Tx', K9OHI, EM92XU, 291, -11
1756071435, 20m, 14075368, FT8, M0TYF, IO82RQ, 223, 'Tx', K9OHI, EM92XU, 291, -16
1756071345, 40m, 7076310, FT8, M0SLI, JO02, 223, 'Tx', W1SZ, FN42LU66, 291, -21
1756071446, 20m, 14076409, FT8, GB2FL, IO92, 223, 'Tx', N3CH, FN10SA, 291, -13
1756071447, 20m, 14076123, FT8, G0BIX, JO01GI, 223, 'Tx', N3CH, FN10SA, 291, -13
1756071450, 20m, 14074741, FT8, G0VDE, JO02BF, 223, 'Tx', N3CH, FN10SA, 291, -20
1756071420, 20m, 14076101, FT8, G0BIX, JO01GI, 223, 'Tx', UW5IM, KN68NQ, 288, -24
1756071447, 20m, 14074738, FT8, G0VDE, JO02BF, 223, 'Tx', VA2HMD, FN35IH, 1, -22
1756071432, 40m, 7075381, FT8, M0XJA, IO82SP, 223, 'Tx', PA1GM, JO22NC32, 263, -11
1756071194, 20m, 14075257, FT8, M7PTX, IO93GI, 223, 'Tx', HA9PP, KN07KX, 239, -13
1756071208, 20m, 14076928, FT8, M7SUZ, IO92OA, 223, 'Tx', HA9PP, KN07KX, 239, -2
1756071224, 20m, 14075907, FT8, M7DJX, IO90WT, 223, 'Tx', HA9PP, KN07KX, 239, -10
1756071423, 20m, 14074656, FT8, M7SUZ, IO92OA, 223, 'Tx', N2NFG, FN30EU, 291, -23
1756071449, 15m, 21075497, FT8, M7EIN, IO92JI, 223, 'Tx', KE8M, EN81RG22CI, 291, -18
1756071399, 20m, 14074653, FT8, M7SUZ, IO92OA, 223, 'Tx', UT2UBM, KO50HK, 288, -16
1756071405, 20m, 14075921, FT8, G6TUS, JO02AG, 223, 'Tx', UT2UBM, KO50HK, 288, -18
1756071417, 20m, 14074731, FT8, G0VDE, JO02BF, 223, 'Tx', UT2UBM, KO50HK, 288, -12
1756071418, 20m, 14076113, FT8, G0BIX, JO01GI, 223, 'Tx', UT2UBM, KO50HK, 288, -7
1756071450, 20m, 14074764, FT8, G0VDE, JO02BF, 223, 'Tx', G0VXE, IO94SG, 223, -15
1756071420, 15m, 21075790, FT8, M0BSI, IO70IC74, 223, 'Tx', K1RA-PI, FM18CR, 291, -15
1756071300, 2m, 144175268, FT8, M1CAV, IO93LL, 223, 'Tx', PE0F, JO21TU87, 263, -18
1756071405, 2m, 144175768, FT8, G1MHU, IO93GO, 223, 'Tx', PE0F, JO21TU87, 263, -24
1756071420, 2m, 144174678, FT8, 2E0KPX, JO01HN, 223, 'Tx', PE0F, JO21TU87, 263, -14
1756071300, 80m, 3573300, FT8, G8OO, JO02KS, 223, 'Tx', OE3XHU, JN88AN, 206, -21
1756071315, 80m, 3573901, FT8, G4CBZ, IO90XT, 223, 'Tx', OE3XHU, JN88AN, 206, -15
1756071405, 80m, 3573666, FT8, G7KHF, IO94HU, 223, 'Tx', OE3XHU, JN88AN, 206, -15
1756071447, 20m, 14076106, FT8, G0BIX, JO01GI, 223, 'Tx', K5WE, EM25EX00, 291, -16
1756071417, 20m, 14076179, FT8, G0BIX, JO01GI, 223, 'Tx', N0DOW, EN26VH, 291, -13
1756071405, 20m, 14074734, FT8, G0VDE, JO02BF, 223, 'Tx', TF4AH, HP75RM, 242, -12
1756071420, 40m, 7075381, FT8, M0XJA, IO82SP, 223, 'Tx', TF4AH, HP75RM, 242, -9
1756071420, 20m, 14076238, FT8, M7DJX, IO90WT, 223, 'Tx', TF4AH, HP75RM, 242, -12
1756071436, 20m, 14076156, FT8, M7PTX, IO93GI, 223, 'Tx', TF4AH, HP75RM, 242, -9
1756071402, 2m, 144174638, FT8, 2E0KPX, JO01HN, 223, 'Tx', PA6Q, JO32BM, 263, -16
1756071447, 20m, 14076020, FT8, M1EAS, IO83WJ, 223, 'Tx', EA4T, IN70XK, 281, -16
1756071447, 20m, 14076114, FT8, G0BIX, JO01GI, 223, 'Tx', VE2VLV, FN46IC26, 1, -4
1756071447, 20m, 14074732, FT8, G0VDE, JO02BF, 223, 'Tx', VE2VLV, FN46IC26, 1, -18
1756071420, 20m, 14076172, FT8, M7DJX, IO90WT, 223, 'Tx', W3OA, EM95MN, 291, -18
1756071105, 20m, 14076655, FT8, GB2FL, IO92, 223, 'Tx', W2AXR, FN03NG, 291, -6
1756071404, 20m, 14074426, FT8, G8KHF, IO92KG, 223, 'Tx', KY9L, EM48, 291, -24
1756071435, 15m, 21075541, FT8, M7EIN, IO92JI, 223, 'Tx', KB3WFQ, FN20GF, 291, -20
1756071416, 20m, 14076121, FT8, G0BIX, JO01GI, 223, 'Tx', N2HHG, FN20OH82KU, 291, -11
1756071432, 20m, 14075338, FT8, M0TYF, IO82RQ, 223, 'Tx', N2HHG, FN20OH82KU, 291, -15
1756071433, 40m, 7075383, FT8, M0XJA, IO82SP, 223, 'Tx', LB3RK, JO48, 266, -2
1756071164, 20m, 14076466, FT8, 2E0LMA, IO81VR57NN, 223, 'Tx', M0JBF, IO91RV, 223, -16
1756071209, 20m, 14076940, FT8, M7SUZ, IO92OA, 223, 'Tx', M0JBF, IO91RV, 223, -11
1756071239, 20m, 14076260, FT8, M3BWF, IO91DP, 223, 'Tx', M0JBF, IO91RV, 223, -16
1756071449, 20m, 14076118, FT8, G0BIX, JO01GI, 223, 'Tx', 2E0NMK, IO94GR, 223, -18
1756071419, 40m, 7074277, FT8, G7IJI, IO92BK, 223, 'Tx', IT9FTP, JM68QC, 248, -7
1756071434, 40m, 7075381, FT8, M0XJA, IO82SP, 223, 'Tx', IT9FTP, JM68QC, 248, -12
1756071434, 40m, 7076101, FT8, M0KKB, JO01MG, 223, 'Tx', IT9FTP, JM68QC, 248, -11
1756071417, 80m, 3573718, FT8, G7KHF, IO94HU, 223, 'Tx', DL2ALY, JO63CK, 230, 1
1756071416, 20m, 14074738, FT8, G0VDE, JO02BF, 223, 'Tx', OH3NZW, KP11VL, 224, -20
1756071405, 20m, 14076116, FT8, G0BIX, JO01GI, 223, 'Tx', SM4JST.RX1, JO79, 284, -7
1756071408, 80m, 3574941, FT8, G4CBZ, IO90XT, 223, 'Tx', DF0OHM, JN59NK, 230, -13
1756071432, 40m, 7074784, FT8, M0XJA, IO82SP, 223, 'Tx', M0CYP, IO82SQ, 223, -18
1756071417, 15m, 21076077, FT8, M0KYU, IO83VL, 223, 'Tx', JR7MIR, QM07LA, 339, -17
1756071447, 20m, 14076405, FT8, GB2FL, IO92, 223, 'Tx', N9WD, EN51XU, 291, -5
1756071447, 20m, 14074739, FT8, G0VDE, JO02BF, 223, 'Tx', N9WD, EN51XU, 291, -5
1756071447, 20m, 14076159, FT8, M7PTX, IO93GI, 223, 'Tx', N9WD, EN51XU, 291, -15
1756071450, 20m, 14076119, FT8, G0BIX, JO01GI, 223, 'Tx', N9WD, EN51XU, 291, -9
1756071449, 20m, 14076116, FT8, G0BIX, JO01GI, 223, 'Tx', W4TV, EL98KR35KO, 291, -15
1756071417, 20m, 14076116, FT8, G0BIX, JO01GI, 223, 'Tx', S55G, JN65UV 17D, 499, -14
1756071447, 20m, 14074734, FT8, G0VDE, JO02BF, 223, 'Tx', S55G, JN65UV 17D, 499, -8
1756071447, 15m, 21076079, FT8, M0KYU, IO83VL, 223, 'Tx', JE3RMQ, PM74RN, 339, -12
1756071446, 20m, 14074763, FT8, G0VDE, JO02BF, 223, 'Tx', N8URE, FM19OH, 291, -19
1756071461, 20m, 14077034, FT8, M6XOF, IO91VF, 223, 'Tx', N8URE, FM19OH, 291, -12
1756071344, 20m, 14075641, FT8, ME7XOD, IO91, 223, 'Tx', K4SYT, EM90ET, 291, -24
1756071435, 40m, 7075380, FT8, M0XJA, IO82SP, 223, 'Tx', S55KZ, JN76DA65, 499, -18
1756071432, 40m, 7075381, FT8, M0XJA, IO82SP, 223, 'Tx', IT9ECY, JM78HB, 248, -10
1756071419, 20m, 14076130, FT8, G0BIX, JO01GI, 223, 'Tx', M0JBF, IO91RV, 223, -16
1756071450, 20m, 14076116, FT8, G0BIX, JO01GI, 223, 'Tx', 2E0OWM, IO91TU, 223, -24
1756071255, 40m, 7076237, FT8, G1PZS, JO01, 223, 'Tx', F4VTQ.S, JN28UX, 227, -19
1756071315, 80m, 3573950, FT8, G4CBZ, IO90XT, 223, 'Tx', F4VTQ.S, JN28UX, 227, -19
1756071420, 40m, 7076100, FT8, M0KKB, JO01MG, 223, 'Tx', F4VTQ.S, JN28UX, 227, -19
1756071420, 40m, 7075381, FT8, M0XJA, IO82SP, 223, 'Tx', F4VTQ.S, JN28UX, 227, -17
1756071210, 40m, 7075975, FT8, 2E0MRK, IO91PP, 223, 'Tx', DH2LM, JO60LN, 230, -3
1756071285, 40m, 7075958, FT8, M0SLI, JO02, 223, 'Tx', DH2LM, JO60LN, 230, 3
1756071285, 40m, 7074283, FT8, G7IJI, IO92BK, 223, 'Tx', DH2LM, JO60LN, 230, -9
1756071300, 40m, 7076654, FT8, M0LJB, IO83QM, 223, 'Tx', DH2LM, JO60LN, 230, -3
1756071150, 20m, 14076453, FT8, 2E0LMA, IO81VR57NN, 223, 'Tx', S59DGO, JN75CN, 499, 5
1756071180, 20m, 14074968, FT8, M7DJX, IO90WT, 223, 'Tx', S59DGO, JN75CN, 499, -6
1756071195, 20m, 14076927, FT8, M7SUZ, IO92OA, 223, 'Tx', S59DGO, JN75CN, 499, 8
1756071405, 20m, 14074735, FT8, G0VDE, JO02BF, 223, 'Tx', S59DGO, JN75CN, 499, -1
1756071421, 20m, 14076130, FT8, G0BIX, JO01GI, 223, 'Tx', W4CSK, EM64KN, 291, -19
1756071452, 20m, 14074747, FT8, G0VDE, JO02BF, 223, 'Tx', W4CSK, EM64KN, 291, -24
1756071416, 15m, 21075606, FT8, M0ABG, JO02SF, 223, 'Tx', NU1T, FN42FV, 291, -9
1756071435, 20m, 14076023, FT8, M1EAS, IO83WJ, 223, 'Tx', LZ4UX, KN23TB48, 212, -21
1756071434, 20m, 14075668, FT8, M7SUZ, IO92OA, 223, 'Tx', N2BTX, FN02XR, 291, -14
1756071450, 20m, 14075979, FT8, M7PTX, IO93GI, 223, 'Tx', CU2ZG, HM77FR, 149, -21
1756071450, 20m, 14075939, FT8, G0BIX, JO01GI, 223, 'Tx', CU2ZG, HM77FR, 149, -19
1756071461, 40m, 7075380, FT8, M0XJA, IO82SP, 223, 'Tx', PI4DX, JO21AJ13, 263, 4
1756071435, 80m, 3573951, FT8, G4CBZ, IO90XT, 223, 'Tx', SM2GHI, KP25AX, 284, -14
1756071447, 20m, 14076019, FT8, M1EAS, IO83WJ, 223, 'Tx', N1FCC, FN43JO, 291, -11
1756071417, 15m, 21076451, FT8, G7SLB, IO92QH, 223, 'Tx', VA3VD, FN04DI79RA, 1, -20
1756071420, 15m, 21075581, FT8, M7EIN, IO92JI, 223, 'Tx', VA3VD, FN04DI79RA, 1, -13
1756071420, 15m, 21076147, FT8, M0KYU, IO83VL, 223, 'Tx', VA3VD, FN04DI79RA, 1, -17
1756071420, 15m, 21075676, FT8, M0ABG, JO02SF, 223, 'Tx', VA3VD, FN04DI79RA, 1, -15
1756071462, 20m, 14077006, FT8, M6XOF, IO91VF, 223, 'Tx', LZ4UX, KN23TB48, 212, -18
1756071416, 20m, 14074732, FT8, G0VDE, JO02BF, 223, 'Tx', KA1AL, FN55EB, 291, -19
1756071298, 2m, 144175835, FT8, G4DOL, IO80SN, 223, 'Tx', F4BKV, IN95PP, 227, -11
1756071401, 20m, 14076519, FT8, M7DJX, IO90WT, 223, 'Tx', EB4HDM, IN80BN, 281, -17
1756071416, 20m, 14076397, FT8, G0BIX, JO01GI, 223, 'Tx', EB4HDM, IN80BN, 281, -8
1756071449, 20m, 14075015, FT8, G0VDE, JO02BF, 223, 'Tx', EB4HDM, IN80BN, 281, -15
1756071417, 15m, 21075605, FT8, M0ABG, JO02SF, 223, 'Tx', WA2CLX, FN13DF, 291, -15
1756071416, 20m, 14076114, FT8, G0BIX, JO01GI, 223, 'Tx', N6JWN, FM18JT42, 291, 9
1756071420, 20m, 14076115, FT8, G0BIX, JO01GI, 223, 'Tx', DK3XX, JO43UN, 230, -24
1756071432, 40m, 7075386, FT8, M0XJA, IO82SP, 223, 'Tx', EA8AJ, IL18UL26, 29, -10
1756071447, 20m, 14076115, FT8, G0BIX, JO01GI, 223, 'Tx', SP3MZ, JO82JL, 269, -24
1756071462, 20m, 14075910, FT8, M0TYF, IO82RQ, 223, 'Tx', SP3MZ, JO82JL, 269, -12
1756071462, 20m, 14077004, FT8, M6XOF, IO91VF, 223, 'Tx', WB0N, EN34HT88CW, 291, -13
